Subject	Sex	Group	Age	Date	Day	Session	trial_number	Side	chose_side	correct	Comment
Uruhara	m	young chimps	29	25/10/2018	15	2	6	l	r	0	
Uruhara	m	young chimps	29	25/10/2018	15	2	7	l	r	0	
Uruhara	m	young chimps	29	25/10/2018	15	2	8	r	r	1	
Uruhara	m	young chimps	29	25/10/2018	15	2	9	r	l	0	
Uruhara	m	young chimps	29	25/10/2018	15	2	10	l	r	0	
Uruhara	m	young chimps	29	25/10/2018	15	2	11	l	r	0	
Uruhara	m	young chimps	29	25/10/2018	15	2	12	r	r	1	
Roy	m	young chimps	11	25/10/2018	15	2	1	r	l	0	
Roy	m	young chimps	11	25/10/2018	15	2	2	l	r	0	
Roy	m	young chimps	11	25/10/2018	15	2	3	r	r	1	2 pieces of food in opaque box
Roy	m	young chimps	11	25/10/2018	15	2	4	l	r	0	
Roy	m	young chimps	11	25/10/2018	15	2	5	r	r	1	
Roy	m	young chimps	11	25/10/2018	15	2	6	l	r	0	
Roy	m	young chimps	11	25/10/2018	15	2	7	l	r	0	
Roy	m	young chimps	11	25/10/2018	15	2	8	r	r	1	
Roy	m	young chimps	11	25/10/2018	15	2	9	r	r	1	
Roy	m	young chimps	11	25/10/2018	15	2	10	l	r	0	
Roy	m	young chimps	11	25/10/2018	15	2	11	l	r	0	
Roy	m	young chimps	11	25/10/2018	15	2	12	r	r	1	
Manno	m	young chimps	5	25/10/2018	15	2	1	r	l	0	
Manno	m	young chimps	5	25/10/2018	15	2	2	l	r	0	
Manno	m	young chimps	5	25/10/2018	15	2	3	r	r	1	
Manno	m	young chimps	5	25/10/2018	15	2	4	l	r	0	
Manno	m	young chimps	5	25/10/2018	15	2	5	r	l	0	
Manno	m	young chimps	5	25/10/2018	15	2	6	l	r	0	
