Subject	Sex	Species	Age	Breeding	Session	Block	Trial	Trial_con	Trial_test	phase	condition	side	date	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	initial_time_code	initial_time	comment
Sandra	f	chimpanzee	24	parent	2	2	15	39		p_training	training	l	43096.47755	l	1							et	422			
Sandra	f	chimpanzee	24	parent	2	2	16	40		p_training	training	r	43096.4777	r	1							et	442			
Sandra	f	chimpanzee	24	parent	2	2	17	41		p_training	training	r	43096.47785	r	1							et	457			
Sandra	f	chimpanzee	24	parent	2	2	18	42		p_training	training	r	43096.47804	r	1							et	474			
Sandra	f	chimpanzee	24	parent	2	2	19	43		p_training	training	l	43096.47828	l	1							et	789			
Sandra	f	chimpanzee	24	parent	2	2	20	44		p_training	training	r	43096.47848	r	1							et	674			
Sandra	f	chimpanzee	24	parent	2	2	21	45		p_training	training	l	43096.47867	l	1							et	501			
Sandra	f	chimpanzee	24	parent	2	2	22	46		p_training	training	l		l	1											not recorded due to apparatus malfunction
Sandra	f	chimpanzee	24	parent	2	2	23	47		p_training	training	l	43096.47921	l	1							et	422			
Sandra	f	chimpanzee	24	parent	2	2	24	48		p_training	training	r	43096.47941	r	1							et	2510			
Sandra	f	chimpanzee	24	parent	3	1	1	49		p_test	training	l	43097.48882	l	1							et	425	it	1411	
Sandra	f	chimpanzee	24	parent	3	1	2	50		p_test	training	l	43097.48899	l	1							et	342	it	1308	
Sandra	f	chimpanzee	24	parent	3	1	3	51	1	p_test	test	r	43097.48927	r	1	ct	2857	cp	13	st	4220					
Sandra	f	chimpanzee	24	parent	3	1	4	52		p_test	training	l	43097.48998	l	1							et	2415	it	24484	
Sandra	f	chimpanzee	24	parent	3	1	5	53		p_test	training	r	43097.49027	r	1							et	457	it	1534	
Sandra	f	chimpanzee	24	parent	3	1	6	54	2	p_test	test	l	43097.49051	l	1	ct	2106	cp	20	st	3586					
Sandra	f	chimpanzee	24	parent	3	1	7	55		p_test	training	r	43097.49075	r	1							et	444	it	1216	
Sandra	f	chimpanzee	24	parent	3	1	8	56		p_test	training	r	43097.49094	r	1							et	523	it	2046	
Sandra	f	chimpanzee	24	parent	3	1	9	57		p_test	training	l	43097.49137	r	0							et	1550	it	18459	
Sandra	f	chimpanzee	24	parent	3	1	10	58		p_test	training	r	43097.49153	r	1							et	471	it	1226	
Sandra	f	chimpanzee	24	parent	3	1	11	59	3	p_test	test	r	43097.49199	l	0	ct	1103	cp	14	st	1600					
Sandra	f	chimpanzee	24	parent	3	1	12	60		p_test	training	l	43097.49314	l	1											
Sandra	f	chimpanzee	24	parent	3	2	13	61	4	p_test	test	l	43097.49333	l	1	ct	1253	cp	21	st	2091					
Sandra	f	chimpanzee	24	parent	3	2	14	62		p_test	training	r	43097.49355	r	1							et	476	it	2112	
Sandra	f	chimpanzee	24	parent	3	2	15	63		p_test	training	l	43097.49376	l	1							et	365	it	1467	
Sandra	f	chimpanzee	24	parent	3	2	16	64		p_test	training	r	43097.494	r	1							et	400	it	1429	
Sandra	f	chimpanzee	24	parent	3	2	17	65		p_test	training	l	43097.49426	l	1							et	314	it	1368	
Sandra	f	chimpanzee	24	parent	3	2	18	66	5	p_test	test	l	43097.49449	l	1	ct	1304	cp	22	st	1618					
Sandra	f	chimpanzee	24	parent	3	2	19	67		p_test	training	r	43097.49475	r	1							et	1056	it	2640	
Sandra	f	chimpanzee	24	parent	3	2	20	68		p_test	training	l	43097.49502	l	1							et	499	it	7586	
Sandra	f	chimpanzee	24	parent	3	2	21	69		p_test	training	l	43097.49525	l	1							et	379	it	1531	
Sandra	f	chimpanzee	24	parent	3	2	22	70		p_test	training	r	43097.49549	r	1							et	547	it	4655	
Sandra	f	chimpanzee	24	parent	3	2	23	71		p_test	training	r	43097.49568	r	1							et	579	it	2063	
Sandra	f	chimpanzee	24	parent	3	2	24	72	6	p_test	test	r		r	1	ct	1303	cp	22	st	1737					
Sandra	f	chimpanzee	24	parent	4	1	1	73		p_test	training	l	43098.50102	l	1							et	554	it	2188	
Sandra	f	chimpanzee	24	parent	4	1	2	74	7	p_test	test	r	43098.50128	r	1	ct	1254	cp	22	st	1604					
Sandra	f	chimpanzee	24	parent	4	1	3	75		p_test	training	l	43098.50146	l	1							et	349	it	1498	
Sandra	f	chimpanzee	24	parent	4	1	4	76		p_test	training	r	43098.50163	r	1							et	628	it	1593	
Sandra	f	chimpanzee	24	parent	4	1	5	77	8	p_test	test	l	43098.50185	l	1	ct	1755	cp	22	st	2088					
Sandra	f	chimpanzee	24	parent	4	1	6	78		p_test	training	l	43098.50209	l	1							et	440	it	1516	
Sandra	f	chimpanzee	24	parent	4	1	7	79		p_test	training	r	43098.50225	r	1							et	789	it	1198	
Sandra	f	chimpanzee	24	parent	4	1	8	80		p_test	training	r	43098.50237	r	1							et	687	it	1558	
Sandra	f	chimpanzee	24	parent	4	1	9	81		p_test	training	l	43098.50256	l	1							et	458	it	1188	
Sandra	f	chimpanzee	24	parent	4	1	10	82		p_test	training	r	43098.50279	r	1							et	8615	it	1260	
Sandra	f	chimpanzee	24	parent	4	1	11	83	9	p_test	test	l	43098.50303	l	1	ct	904	cp	22	st	1299					
Sandra	f	chimpanzee	24	parent	4	1	12	84		p_test	training	r	43098.50324	r	1							et	653	it	1898	
Sandra	f	chimpanzee	24	parent	4	2	13	85		p_test	training	l	43098.50341	l	1							et	385	it	1164	
Sandra	f	chimpanzee	24	parent	4	2	14	86	10	p_test	test	r	43098.50359	r	1	ct	1303	cp	22	st	1615					
Sandra	f	chimpanzee	24	parent	4	2	15	87		p_test	training	l	43098.50378	l	1							et	542	it	1317	
Sandra	f	chimpanzee	24	parent	4	2	16	88		p_test	training	r	43098.50398	r	1							et	564	it	1411	
Sandra	f	chimpanzee	24	parent	4	2	17	89		p_test	training	r	43098.50442	r	1							et	833	it	24378	
Sandra	f	chimpanzee	24	parent	4	2	18	90	11	p_test	test	r	43098.50461	r	1	ct	1353	cp	13	st	1623					
Sandra	f	chimpanzee	24	parent	4	2	20	91		p_test	training	l	43098.5053	r	1							et	3968	it	1678	
Sandra	f	chimpanzee	24	parent	4	2	21	92		p_test	training	r	43098.50556	l	1							et	1010	it	1490	
Sandra	f	chimpanzee	24	parent	4	2	22	93		p_test	training	l	43098.50576	r	1							et	448	it	1656	
Sandra	f	chimpanzee	24	parent	4	2	23	94		p_test	training	r	43098.50591	l	1							et	1415	it	1609	
Sandra	f	chimpanzee	24	parent	4	2	24	95	12	p_test	test	l	43098.50613	l	1	ct	1855	cp	22	st	2231					
Sandra	f	chimpanzee	24	parent	5	1	1	96		p_test	training	l	43099.43839	l	1							et	659	it	7420	
Sandra	f	chimpanzee	24	parent	5	1	2	97	13	p_test	test	l	43099.43873	l	1	ct	1705	cp	9	st	1848					
Sandra	f	chimpanzee	24	parent	5	1	3	98		p_test	training	l	43099.43902	l	1							et	693	it	5254	
Sandra	f	chimpanzee	24	parent	5	1	4	99		p_test	training	r	43099.4392	r	1							et	565	it	1851	
Sandra	f	chimpanzee	24	parent	5	1	5	100	14	p_test	test	r	43099.43942	r	1	ct	1103	cp	20	st	1401					
Sandra	f	chimpanzee	24	parent	5	1	6	101		p_test	training	r	43099.4397	r	1							et	545	it	1351	
Sandra	f	chimpanzee	24	parent	5	1	7	102		p_test	training	r	43099.43991	r	1							et	607	it	3431	
Sandra	f	chimpanzee	24	parent	5	1	8	103		p_test	training	l	43099.44009	l	1							et	537	it	1315	
Sandra	f	chimpanzee	24	parent	5	1	9	104		p_test	training	l	43099.44027	l	1							et	359	it	1663	
Sandra	f	chimpanzee	24	parent	5	1	10	105		p_test	training	l	43099.44047	l	1							et	479	it	2901	
Sandra	f	chimpanzee	24	parent	5	1	11	106	15	p_test	test	r	43099.44069	r	1	ct	1103	cp	22	st	1419					
Sandra	f	chimpanzee	24	parent	5	1	12	107		p_test	training	r	43099.44087	r	1							et	515	it	1588	
Sandra	f	chimpanzee	24	parent	5	2	13	108		p_test	training	r	43099.44109	r	1							et	590	it	2063	
Sandra	f	chimpanzee	24	parent	5	2	14	109		p_test	training	r	43099.44125	r	1							et	519	it	1394	
Sandra	f	chimpanzee	24	parent	5	2	15	110	16	p_test	test	l	43099.44144	l	1	ct	853	cp	19	st	1124					
Sandra	f	chimpanzee	24	parent	5	2	16	111		p_test	training	l	43099.44166	r	0							et	638	it	1392	
Sandra	f	chimpanzee	24	parent	5	2	17	112		p_test	training	l	43099.44186	l	1							et	491	it	1766	
Sandra	f	chimpanzee	24	parent	5	2	18	113		p_test	training	r	43099.44207	r	1							et	553	it	935	
Sandra	f	chimpanzee	24	parent	5	2	19	114		p_test	training	r	43099.44225	r	1							et	470	it	1467	
Sandra	f	chimpanzee	24	parent	5	2	20	115		p_test	training	r	43099.44243	r	1							et	463	it	5594	
Sandra	f	chimpanzee	24	parent	5	2	21	116	17	p_test	test	r	43099.44267	r	1	ct	1254	cp	22	st	5297					st longer because the string got stuck
Sandra	f	chimpanzee	24	parent	5	2	22	117		p_test	training	l	43099.44308	l	1							et	518	it	8458	
Sandra	f	chimpanzee	24	parent	5	2	23	118		p_test	training	l	43099.44326	l	1							et	473	it	2066	
Sandra	f	chimpanzee	24	parent	5	2	24	119	18	p_test	test	l	43099.44353	l	1	ct	1103	cp	20	st	1374					
Sandra	f	chimpanzee	24	parent	6	1	1	120		p_test	training	l	43102.45377	l	1							et	1152	it	2313	
Sandra	f	chimpanzee	24	parent	6	1	2	121	19	p_test	test	r	43102.45419	r	1	ct	1555	cp	12	st	1837					
Sandra	f	chimpanzee	24	parent	6	1	3	122		p_test	training	l	43102.45458	l	1							et	910	it	5591	
Sandra	f	chimpanzee	24	parent	6	1	4	123		p_test	training	l	43102.45486	l	1							et	812	it	1981	
Sandra	f	chimpanzee	24	parent	6	1	5	124		p_test	training	r	43102.4551	r	1							et	550	it	4142	
Sandra	f	chimpanzee	24	parent	6	1	6	125		p_test	training	r	43102.45535	r	1							et	437	it	1340	
Sandra	f	chimpanzee	24	parent	6	1	7	126	20	p_test	test	l	43102.45559	r	0	ct	853	cp	13	st	1091					
Sandra	f	chimpanzee	24	parent	6	1	8	127		p_test	training	r	43102.45586	r	1							et	438	it	1585	
Sandra	f	chimpanzee	24	parent	6	1	9	128		p_test	training	r	43102.45608	r	1							et	436	it	1912	
Sandra	f	chimpanzee	24	parent	6	1	10	129		p_test	training	l	43102.45641	r	0							et	765	it	1077	
Sandra	f	chimpanzee	24	parent	6	1	11	130		p_test	training	r	43102.45666	r	1							et	521	it	1069	
Sandra	f	chimpanzee	24	parent	6	1	12	131	21	p_test	test	l	43102.45723	l	1	ct	601	cp	9	st	28092					
Sandra	f	chimpanzee	24	parent	6	2	13	132		p_test	training	l	43102.45765	l	1							et	654	it	1433	
Sandra	f	chimpanzee	24	parent	6	2	14	133		p_test	training	r	43102.45794	r	1							et	420	it	1140	
Sandra	f	chimpanzee	24	parent	6	2	15	134		p_test	training	l	43102.45818	l	1							et	1440	it	1533	
Sandra	f	chimpanzee	24	parent	6	2	16	135	22	p_test	test	r	43102.4585	r	1	ct	1002	cp	22	st	1266					
Sandra	f	chimpanzee	24	parent	6	2	17	136		p_test	training	r	43102.45892	r	1							et	763	it	16813	
Sandra	f	chimpanzee	24	parent	6	2	18	137		p_test	training	l	43102.45912	l	1							et	669	it	1504	
Sandra	f	chimpanzee	24	parent	6	2	19	138		p_test	training	r	43102.45934	r	1							et	420	it	1402	
Sandra	f	chimpanzee	24	parent	6	2	20	139	23	p_test	test	l	43102.45957	l	1	ct	752	cp	16	st	1375					
Sandra	f	chimpanzee	24	parent	6	2	21	140		p_test	training	l	43102.45997	l	1							et	611	it	2356	
Sandra	f	chimpanzee	24	parent	6	2	22	141		p_test	training	r	43102.46019	r	1							et	464	it	1118	
Sandra	f	chimpanzee	24	parent	6	2	23	142		p_test	training	l	43102.46057	l	1							et	388	it	1273	
Sandra	f	chimpanzee	24	parent	6	2	24	143	24	p_test	test	r	43102.46084	r	1	ct	1153	cp	22	st	1393					
