Subject	Sex	Species	Age	Breeding	Session	Block	Trial	Trial_con	Trial_test	phase	condition	side	date	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	initial_time_code	initial_time	comment
Dorien	f	chimpanzee	37	hand reared	4	1	6	78		p_test	training	r	43124.37505	r	1							et	616	it	1031	
Dorien	f	chimpanzee	37	hand reared	4	1	7	79		p_test	training	l	43124.37532	l	1							et	1564	it	1011	
Dorien	f	chimpanzee	37	hand reared	4	1	8	80	8	p_test	test	r	43124.37576	r	1	ct	651	cp	3	st	757					
Dorien	f	chimpanzee	37	hand reared	4	1	9	81		p_test	training	r	43124.37612	r	1							et	675	it	1176	
Dorien	f	chimpanzee	37	hand reared	4	1	10	82		p_test	training	l	43124.37638	r	0							et	1740	it	1153	
Dorien	f	chimpanzee	37	hand reared	4	1	11	83	9	p_test	test	r	43124.37681	r	1	ct	653	cp	15	st	1022					
Dorien	f	chimpanzee	37	hand reared	4	1	12	84		p_test	training	r	43124.37714	l	0							et	2472	it	1846	
Dorien	f	chimpanzee	37	hand reared	4	2	13	85		p_test	training	l	43124.37743	r	0							et	1158	it	1228	
Dorien	f	chimpanzee	37	hand reared	4	2	14	86		p_test	training	r	43124.37772	r	1							et	1598	it	1390	
Dorien	f	chimpanzee	37	hand reared	4	2	15	87	10	p_test	test	l	43124.37803	r	0	ct	802	cp	20	st	1233					
Dorien	f	chimpanzee	37	hand reared	4	2	16	88		p_test	training	r	43124.3784	r	1							et	1088	it	853	
Dorien	f	chimpanzee	37	hand reared	4	2	17	89		p_test	training	r	43124.3789	r	1							et	848	it	1795	
Dorien	f	chimpanzee	37	hand reared	4	2	18	90		p_test	training	l	43124.37922	r	0							et	3468	it	1211	
Dorien	f	chimpanzee	37	hand reared	4	2	19	91		p_test	training	l	43124.37946	l	1							et	434	it	843	
Dorien	f	chimpanzee	37	hand reared	4	2	20	92	11	p_test	test	r	43124.37976	l	0	ct	3057	cp	14	st	3087					
Dorien	f	chimpanzee	37	hand reared	4	2	21	93		p_test	training	r	43124.38109	r	1							et	20097	it	1395	"servo motors produced unusual noise, Dorien interruped the trial"
Dorien	f	chimpanzee	37	hand reared	4	2	22	94		p_test	training	l	43124.38141	r	0							et	1212	it	1522	
Dorien	f	chimpanzee	37	hand reared	4	2	23	95		p_test	training	r	43124.38164	r	1							et	1502	it	1593	
Dorien	f	chimpanzee	37	hand reared	4	2	24	96	12	p_test	test	r	43124.3819	r	1	ct	953	cp	5	st	1044					
Dorien	f	chimpanzee	37	hand reared	5	1	1	97		p_test	training	r	43125.35863	l	0							et	1971	it	2408	
Dorien	f	chimpanzee	37	hand reared	5	1	2	98		p_test	training	l	43125.3589	l	1							et	347	it	2380	
Dorien	f	chimpanzee	37	hand reared	5	1	3	99		p_test	training	r	43125.35919	r	1							et	495	it	1469	
Dorien	f	chimpanzee	37	hand reared	5	1	4	100		p_test	training	l	43125.35944	l	1							et	590	it	1761	
Dorien	f	chimpanzee	37	hand reared	5	1	5	101	13	p_test	test	r	43125.35971	r	1	ct	802	cp	22	st	1175					
Dorien	f	chimpanzee	37	hand reared	5	1	6	102		p_test	training	r	43125.36003	r	1							et	431	it	1639	
Dorien	f	chimpanzee	37	hand reared	5	1	7	103	14	p_test	test	l	43125.36042	l	1	ct	1153	cp	9	st	1380					
Dorien	f	chimpanzee	37	hand reared	5	1	8	104		p_test	training	l	43125.36074	l	1							et	499	it	1966	
Dorien	f	chimpanzee	37	hand reared	5	1	9	105		p_test	training	r	43125.36117	r	1							et	521	it	1477	
Dorien	f	chimpanzee	37	hand reared	5	1	10	106		p_test	training	l	43125.36144	l	1							et	499	it	1308	
Dorien	f	chimpanzee	37	hand reared	5	1	11	107	15	p_test	test	r	43125.36169	r	1	ct	1554	cp	20	st	1704					
Dorien	f	chimpanzee	37	hand reared	5	1	12	108		p_test	training	l	43125.36203	l	1							et	396	it	1426	
Dorien	f	chimpanzee	37	hand reared	5	2	13	109		p_test	training	r	43125.36241	r	1							et	1320	it	1559	
Dorien	f	chimpanzee	37	hand reared	5	2	14	110		p_test	training	l	43125.36266	l	1							et	941	it	1152	
Dorien	f	chimpanzee	37	hand reared	5	2	15	111	16	p_test	test	l	43125.36304	l	1	ct	852	cp	22	st	1165					
Dorien	f	chimpanzee	37	hand reared	5	2	16	112		p_test	training	r	43125.36345	r	1							et	412	it	1450	
Dorien	f	chimpanzee	37	hand reared	5	2	17	113		p_test	training	r	43125.3637	r	1							et	875	it	880	
Dorien	f	chimpanzee	37	hand reared	5	2	18	114	17	p_test	test	r	43125.36392	r	1	ct	1554	cp	22	st	1704					
Dorien	f	chimpanzee	37	hand reared	5	2	19	115		p_test	training	l	43125.36436	l	1							et	1142	it	914	
Dorien	f	chimpanzee	37	hand reared	5	2	20	116		p_test	training	r	43125.36462	r	1							et	591	it	1268	
Dorien	f	chimpanzee	37	hand reared	5	2	21	117		p_test	training	l	43125.36491	l	1							et	651	it	1422	
Dorien	f	chimpanzee	37	hand reared	5	2	22	118	18	p_test	test	l	43125.36522	l	1	ct	1153	cp	21	st	1374					
Dorien	f	chimpanzee	37	hand reared	5	2	23	119		p_test	training	r	43125.36575	r	1							et	477	it	1679	
Dorien	f	chimpanzee	37	hand reared	5	2	24	120		p_test	training	l	43125.3661	l	1							et	826	it	6138	
Fraukje	f	chimpanzee	41	hand reared	1	1	1	1		p_training	training	l	43103.43425	l	1							et	1407	it	21933	
Fraukje	f	chimpanzee	41	hand reared	1	1	2	2		p_training	training	r	43103.43453	l	0							et	6806	it	2358	
Fraukje	f	chimpanzee	41	hand reared	1	1	3	3		p_training	training	r	43103.43493	r	1							et	366	it	2376	
Fraukje	f	chimpanzee	41	hand reared	1	1	4	4		p_training	training	r	43103.43516	r	1							et	474	it	1169	
Fraukje	f	chimpanzee	41	hand reared	1	1	5	5		p_training	training	l	43103.43537	r	0							et	2885	it	1225	
Fraukje	f	chimpanzee	41	hand reared	1	1	6	6		p_training	training	l	43103.43559	l	1							et	3412	it	888	
Fraukje	f	chimpanzee	41	hand reared	1	1	7	7		p_training	training	l	43103.43595	l	1							et	421	it	1221	
Fraukje	f	chimpanzee	41	hand reared	1	1	8	8		p_training	training	r	43103.43626	l	0							et	3474	it	1293	
Fraukje	f	chimpanzee	41	hand reared	1	1	9	9		p_training	training	l	43103.43653	r	0							et	1507	it	1476	
Fraukje	f	chimpanzee	41	hand reared	1	1	10	10		p_training	training	r	43103.4367	r	1							et	387	it	1424	
Fraukje	f	chimpanzee	41	hand reared	1	1	11	11		p_training	training	l	43103.43704	r	0							et	2298	it	1231	
Fraukje	f	chimpanzee	41	hand reared	1	1	12	12		p_training	training	r	43103.43753	r	1							et	360	it	1324	
Fraukje	f	chimpanzee	41	hand reared	1	2	13	13		p_training	training	l	43103.43781	r	0							et	3335	it	1326	
Fraukje	f	chimpanzee	41	hand reared	1	2	14	14		p_training	training	r	43103.43806	r	1							et	1947	it	1108	
Fraukje	f	chimpanzee	41	hand reared	1	2	15	15		p_training	training	r	43103.43839	r	1							et	549	it	1450	
Fraukje	f	chimpanzee	41	hand reared	1	2	16	16		p_training	training	l	43103.4387	r	0							et	1065	it	1328	
Fraukje	f	chimpanzee	41	hand reared	1	2	17	17		p_training	training	l	43103.43992	r	0							et	2529	it	2365	
Fraukje	f	chimpanzee	41	hand reared	1	2	18	18		p_training	training	r	43103.44015	r	1							et	591	it	1750	
Fraukje	f	chimpanzee	41	hand reared	1	2	19	19		p_training	training	l	43103.44039	r	0							et	856	it	1316	
Fraukje	f	chimpanzee	41	hand reared	1	2	20	20		p_training	training	r	43103.44072	r	1							et	505	it	2183	
Fraukje	f	chimpanzee	41	hand reared	1	2	21	21		p_training	training	l	43103.44097	r	0							et	685	it	1171	
Fraukje	f	chimpanzee	41	hand reared	1	2	22	22		p_training	training	l	43103.4412	l	1							et	499	it	1100	
Fraukje	f	chimpanzee	41	hand reared	1	2	23	23		p_training	training	r	43103.44145	r	1							et	622	it	1629	
Fraukje	f	chimpanzee	41	hand reared	1	2	24	24		p_training	training	r	43103.4417	r	1							et	462	it	1226	
Fraukje	f	chimpanzee	41	hand reared	2	1	1	25		p_training	training	l		l	1											
Fraukje	f	chimpanzee	41	hand reared	2	1	2	26		p_training	training	l	43115.41758	l	1							et	426	it	314	
Fraukje	f	chimpanzee	41	hand reared	2	1	3	27		p_training	training	r	43115.41799	l	0							et	1972	it	9299	
Fraukje	f	chimpanzee	41	hand reared	2	1	4	28		p_training	training	r	43115.4183	r	1							et	365	it	1836	
Fraukje	f	chimpanzee	41	hand reared	2	1	5	29		p_training	training	r	43115.41854	r	1							et	473	it	1649	
Fraukje	f	chimpanzee	41	hand reared	2	1	6	30		p_training	training	l	43115.41876	r	0							et	3239	it	1628	
Fraukje	f	chimpanzee	41	hand reared	2	1	7	31		p_training	training	r	43115.41898	r	1							et	428	it	1937	
Fraukje	f	chimpanzee	41	hand reared	2	1	8	32		p_training	training	l	43115.41927	l	1							et	477	it	1714	
Fraukje	f	chimpanzee	41	hand reared	2	1	9	33		p_training	training	l	43115.41954	r	0							et	4827	it	3199	
Fraukje	f	chimpanzee	41	hand reared	2	1	10	34		p_training	training	r	43115.4198	l	0							et	1151	it	1291	
Fraukje	f	chimpanzee	41	hand reared	2	1	11	35		p_training	training	l	43115.42014	l	1							et	1314	it	1627	
Fraukje	f	chimpanzee	41	hand reared	2	1	12	36		p_training	training	l		l	1											
Fraukje	f	chimpanzee	41	hand reared	2	2	13	37		p_training	training	l	43115.42135	r	1							et	384	it	1907	
Fraukje	f	chimpanzee	41	hand reared	2	2	14	38		p_training	training	r	43115.42157	r	1							et	566	it	1285	
Fraukje	f	chimpanzee	41	hand reared	2	2	15	39		p_training	training	l	43115.42184	r	0							et	2840	it	2685	
Fraukje	f	chimpanzee	41	hand reared	2	2	16	40		p_training	training	r	43115.42215	r	1							et	513	it	1564	
Fraukje	f	chimpanzee	41	hand reared	2	2	17	41		p_training	training	r	43115.42242	r	1							et	513	it	1373	
Fraukje	f	chimpanzee	41	hand reared	2	2	18	42		p_training	training	l	43115.42282	l	1							et	559	it	1603	
Fraukje	f	chimpanzee	41	hand reared	2	2	19	43		p_training	training	r	43115.4231	r	1							et	629	it	1414	
Fraukje	f	chimpanzee	41	hand reared	2	2	20	44		p_training	training	l	43115.42334	l	1							et	485	it	1282	
Fraukje	f	chimpanzee	41	hand reared	2	2	21	45		p_training	training	l	43115.4237	l	1							et	458	it	1149	
Fraukje	f	chimpanzee	41	hand reared	2	2	22	46		p_training	training	l	43115.42395	l	1							et	457	it	1106	
Fraukje	f	chimpanzee	41	hand reared	2	2	23	47		p_training	training	r	43115.42435	l	0							et	1422	it	1851	
Fraukje	f	chimpanzee	41	hand reared	2	2	24	48		p_training	training	r	43115.42469	r	1							et	601	it	1592	
Fraukje	f	chimpanzee	41	hand reared	3	1	1	49		p_test	training	l	43116.38014	r	0							et	2012	it	1770	
Fraukje	f	chimpanzee	41	hand reared	3	1	2	50		p_test	training	r	43116.38036	r	1							et	423	it	1498	
Fraukje	f	chimpanzee	41	hand reared	3	1	3	51	1	p_test	test	l	43116.38063	r	0	ct	1203	cp	21	st	1575					
Fraukje	f	chimpanzee	41	hand reared	3	1	4	52		p_test	training	r	43116.38109	r	1							et	540	it	1760	
Fraukje	f	chimpanzee	41	hand reared	3	1	5	53		p_test	training	l	43116.38146	l	1							et	362	it	1506	
Fraukje	f	chimpanzee	41	hand reared	3	1	6	54		p_test	training	l	43116.38167	l	1							et	368	it	999	
Fraukje	f	chimpanzee	41	hand reared	3	1	7	55		p_test	training	r	43116.38185	r	1							et	613	it	1557	
Fraukje	f	chimpanzee	41	hand reared	3	1	8	56	2	p_test	test	r	43116.38211	r	1	ct	2156	cp	22	st	2503					
Fraukje	f	chimpanzee	41	hand reared	3	1	9	57		p_test	training	l	43116.38244	l	1							et	326	it	1220	
Fraukje	f	chimpanzee	41	hand reared	3	1	10	58	3	p_test	test	r	43116.38273	r	1	ct		cp	22	st	1605					"cp and ct not recorded, cp coded from video"
Fraukje	f	chimpanzee	41	hand reared	3	1	11	59		p_test	training	l	43116.38323	l	1							et	312	it	1208	
Fraukje	f	chimpanzee	41	hand reared	3	1	12	60		p_test	training	r	43116.3834	r	1							et	488	it	1370	
Fraukje	f	chimpanzee	41	hand reared	3	2	13	61		p_test	training	r	43116.38361	r	1							et	451	it	1221	
Fraukje	f	chimpanzee	41	hand reared	3	2	14	62		p_test	training	l	43116.38383	l	1							et	287	it	1475	
Fraukje	f	chimpanzee	41	hand reared	3	2	15	63	4	p_test	test	l	43116.38403	l	1	ct	1153	cp	22	st	1574					
Fraukje	f	chimpanzee	41	hand reared	3	2	16	64		p_test	training	r	43116.38426	r	1							et	466	it	1050	
Fraukje	f	chimpanzee	41	hand reared	3	2	17	65	5	p_test	test	r	43116.38453	r	1	ct	1404	cp	22	st	1711					
Fraukje	f	chimpanzee	41	hand reared	3	2	18	66		p_test	training	r	43116.38477	r	1							et	500	it	1255	
Fraukje	f	chimpanzee	41	hand reared	3	2	19	67		p_test	training	l	43116.38502	l	1							et	375	it	1255	
Fraukje	f	chimpanzee	41	hand reared	3	2	20	68		p_test	training	r	43116.38521	r	1							et	425	it	1174	
Fraukje	f	chimpanzee	41	hand reared	3	2	21	69	6	p_test	test	l	43116.38546	l	1	ct	1203	cp	21	st	1581					
Fraukje	f	chimpanzee	41	hand reared	3	2	22	70		p_test	training	r	43116.38572	r	1							et	543	it	1688	
Fraukje	f	chimpanzee	41	hand reared	3	2	23	71		p_test	training	l	43116.38598	l	1							et	341	it	1164	
Fraukje	f	chimpanzee	41	hand reared	3	2	24	72		p_test	training	l	43116.38617	l	1							et	387	it	989	
Fraukje	f	chimpanzee	41	hand reared	4	1	1	73		p_test	training	l	43117.38007	l	1							et	371	it	2028	
Fraukje	f	chimpanzee	41	hand reared	4	1	2	74		p_test	training	r	43117.38025	r	1							et	414	it	1083	
Fraukje	f	chimpanzee	41	hand reared	4	1	3	75	7	p_test	test	l	43117.38049	r	0	ct	1354	cp	21	st	1822					
Fraukje	f	chimpanzee	41	hand reared	4	1	4	76		p_test	training	r	43117.38075	r	1							et	367	it	1896	
Fraukje	f	chimpanzee	41	hand reared	4	1	5	77		p_test	training	l	43117.38096	l	1							et	334	it	1214	
Fraukje	f	chimpanzee	41	hand reared	4	1	6	78	8	p_test	test	r	43117.38117	r	1	ct	1805	cp	22	st	2076					
Fraukje	f	chimpanzee	41	hand reared	4	1	7	79		p_test	training	r	43117.38142	r	1							et	422	it	1362	
Fraukje	f	chimpanzee	41	hand reared	4	1	8	80		p_test	training	l	43117.38214	l	1							et	371	it	1334	
Fraukje	f	chimpanzee	41	hand reared	4	1	9	81		p_test	training	l	43117.38238	l	1							et	336	it	1271	
Fraukje	f	chimpanzee	41	hand reared	4	1	10	82		p_test	training	r	43117.38257	r	1							et	550	it	1669	
Fraukje	f	chimpanzee	41	hand reared	4	1	11	83	9	p_test	test	r	43117.38278	r	1	ct	1354	cp	22	st	1670					
Fraukje	f	chimpanzee	41	hand reared	4	1	12	84		p_test	training	l	43117.38309	l	1							et	461	it	1601	
Fraukje	f	chimpanzee	41	hand reared	4	2	13	85		p_test	training	r	43117.38339	r	1							et	384	it	1610	
Fraukje	f	chimpanzee	41	hand reared	4	2	14	86	10	p_test	test	l	43117.38363	l	1	ct	1404	cp	21	st	1669					
Fraukje	f	chimpanzee	41	hand reared	4	2	15	87		p_test	training	r	43117.3839	r	1							et	359	it	1541	
Fraukje	f	chimpanzee	41	hand reared	4	2	16	88		p_test	training	l	43117.38412	l	1							et	462	it	1528	
Fraukje	f	chimpanzee	41	hand reared	4	2	17	89	11	p_test	test	r	43117.38435	r	1			cp	22	st	1333					"cp and ct not recorded, cp coded from video"
Fraukje	f	chimpanzee	41	hand reared	4	2	18	90		p_test	training	r	43117.38488	r	1							et	562	it	1455	
Fraukje	f	chimpanzee	41	hand reared	4	2	19	91		p_test	training	l	43117.38506	l	1							et	345	it	1193	
Fraukje	f	chimpanzee	41	hand reared	4	2	20	92	12	p_test	test	l	43117.38527	l	1	ct	501	cp	22	st	1538					
Fraukje	f	chimpanzee	41	hand reared	4	2	21	93		p_test	training	l	43117.38558	l	1							et	328	it	1320	
Fraukje	f	chimpanzee	41	hand reared	4	2	22	94		p_test	training	r	43117.38584	r	1							et	484	it	1398	
Fraukje	f	chimpanzee	41	hand reared	4	2	23	95		p_test	training	l	43117.38606	l	1							et	331	it	1272	
Fraukje	f	chimpanzee	41	hand reared	4	2	24	96		p_test	training	r	43117.38637	r	1							et	507	it	1367	
Fraukje	f	chimpanzee	41	hand reared	5	1	1	97		p_test	training	r	43118.39422	r	1							et	2064	it		
Fraukje	f	chimpanzee	41	hand reared	5	1	2	98		p_test	training	r	43118.39459	r	1							et	384	it	1571	
Fraukje	f	chimpanzee	41	hand reared	5	1	3	99	13	p_test	test	r	43118.39497	r	1	ct	1153	cp	22	st	1412					
Fraukje	f	chimpanzee	41	hand reared	5	1	4	100		p_test	training	l	43118.39528	l	1							et	308	it	4165	
Fraukje	f	chimpanzee	41	hand reared	5	1	5	101		p_test	training	r	43118.39549	r	1							et	536	it	1539	
Fraukje	f	chimpanzee	41	hand reared	5	1	6	102	14	p_test	test	l	43118.39572	l	1	ct	1052	cp	21	st	1478					
Fraukje	f	chimpanzee	41	hand reared	5	1	7	103		p_test	training	l	43118.39606	l	1							et	314	it	1376	
Fraukje	f	chimpanzee	41	hand reared	5	1	8	104		p_test	training	l	43118.3963	l	1							et	323	it	1373	
Fraukje	f	chimpanzee	41	hand reared	5	1	9	105	15	p_test	test	r	43118.39653	r	1	ct	1954	cp	22	st	2413					
Fraukje	f	chimpanzee	41	hand reared	5	1	10	106		p_test	training	l	43118.39682	l	1							et	296	it	1394	
Fraukje	f	chimpanzee	41	hand reared	5	1	11	107		p_test	training	r	43118.397	r	1							et	421	it	1456	
Fraukje	f	chimpanzee	41	hand reared	5	1	12	108		p_test	training	l	43118.39727	l	1							et	289	it	1319	
Fraukje	f	chimpanzee	41	hand reared	5	2	13	109		p_test	training	l	43118.39756	l	1							et	339	it	1433	
Fraukje	f	chimpanzee	41	hand reared	5	2	14	110	16	p_test	test	l	43118.39785	l	1	ct	1204	cp	21	st	1453					
Fraukje	f	chimpanzee	41	hand reared	5	2	15	111		p_test	training	r	43118.39814	r	1							et	434	it	2178	
Fraukje	f	chimpanzee	41	hand reared	5	2	16	112		p_test	training	r	43118.39833	r	1							et	471	it	1367	
Fraukje	f	chimpanzee	41	hand reared	5	2	17	113	17	p_test	test	r	43118.39858	r	1	ct	1052	cp	22	st	1323					
Fraukje	f	chimpanzee	41	hand reared	5	2	18	114		p_test	training	l		l	1											not recorded
Fraukje	f	chimpanzee	41	hand reared	5	2	19	115		p_test	training	l	43118.39916	l	1							et	340	it	1641	
Fraukje	f	chimpanzee	41	hand reared	5	2	20	116		p_test	training	r	43118.39938	r	1							et	420	it	1477	
Fraukje	f	chimpanzee	41	hand reared	5	2	21	117		p_test	training	r	43118.39956	r	1							et	452	it	1603	
Fraukje	f	chimpanzee	41	hand reared	5	2	22	118	18	p_test	test	l	43118.3998	l	1	ct	1254	cp	22	st	1842					
Fraukje	f	chimpanzee	41	hand reared	5	2	23	119		p_test	training	r	43118.40017	r	1							et	340	it	2333	
Fraukje	f	chimpanzee	41	hand reared	5	2	24	120		p_test	training	l	43118.40044	l	1							et	320	it	1775	
Fraukje	f	chimpanzee	41	hand reared	6	1	1	121		p_test	training	r	43124.38493	r	1							et	414	it	2085	
Fraukje	f	chimpanzee	41	hand reared	6	1	2	122	19	p_test	test	l	43124.38514	l	1	ct	1153	cp	22	st	1450					
Fraukje	f	chimpanzee	41	hand reared	6	1	3	123		p_test	training	l	43124.38538	l	1							et	843	it	1450	
Fraukje	f	chimpanzee	41	hand reared	6	1	4	124		p_test	training	r	43124.38578	l	0							et	1175	it	1364	
Fraukje	f	chimpanzee	41	hand reared	6	1	5	125		p_test	training	l	43124.38617	r	0							et	11288	it	1454	
Fraukje	f	chimpanzee	41	hand reared	6	1	6	126		p_test	training	r	43124.38661	r	1							et	1812	it	1923	
Fraukje	f	chimpanzee	41	hand reared	6	1	7	127		p_test	training	l	43124.38696	l	1							et	407	it	1552	
Fraukje	f	chimpanzee	41	hand reared	6	1	8	128		p_test	training	l		l	1											not recorded
Fraukje	f	chimpanzee	41	hand reared	6	1	9	129	20	p_test	test	r	43124.38803	r	1	ct	1103	cp	1	st	1606					
Fraukje	f	chimpanzee	41	hand reared	6	1	10	130		p_test	training	r	43124.38845	r	1							et	746	it	1350	
Fraukje	f	chimpanzee	41	hand reared	6	1	11	131		p_test	training	r	43124.38874	r	1							et	948	it	1582	
Fraukje	f	chimpanzee	41	hand reared	6	1	12	132	21	p_test	test	l	43124.38899	l	1	ct	902	cp	0	st	902					
Fraukje	f	chimpanzee	41	hand reared	6	2	13	133		p_test	training	r	43124.38949	r	1							et	705	it	2842	
Fraukje	f	chimpanzee	41	hand reared	6	2	14	134		p_test	training	l	43124.38983	l	1							et	357	it	1522	
Fraukje	f	chimpanzee	41	hand reared	6	2	15	135	22	p_test	test	r	43124.39016	r	1	ct	1855	cp	22	st	2144					
Fraukje	f	chimpanzee	41	hand reared	6	2	16	136		p_test	training	l	43124.39045	l	1							et	536	it	1165	
Fraukje	f	chimpanzee	41	hand reared	6	2	17	137		p_test	training	l	43124.39068	l	1							et	410	it	1118	
Fraukje	f	chimpanzee	41	hand reared	6	2	18	138		p_test	training	r	43124.391	r	1							et	902	it	1494	
Fraukje	f	chimpanzee	41	hand reared	6	2	19	139	23	p_test	test	l	43124.39133	r	0	ct	1304	cp	22	st	1793					
Fraukje	f	chimpanzee	41	hand reared	6	2	20	140		p_test	training	l	43124.39169	l	1							et	374	it	1245	
Fraukje	f	chimpanzee	41	hand reared	6	2	21	141		p_test	training	l	43124.39189	l	1							et	310	it	1108	
Fraukje	f	chimpanzee	41	hand reared	6	2	22	142		p_test	training	r	43124.39227	r	1							et	718	it	1453	
Fraukje	f	chimpanzee	41	hand reared	6	2	23	143		p_test	training	r	43124.39253	r	1							et	1235	it	1230	
Fraukje	f	chimpanzee	41	hand reared	6	2	24	144	24	p_test	test	r	43124.39272	r	1	ct	803	cp	16	st	1090					
Frodo	m	chimpanzee	24	parent	1	1	1	1		p_training	training	l	43099.48431	l	1							et	1553	it	16990	
Frodo	m	chimpanzee	24	parent	1	1	2	2		p_training	training	l	43099.48461	l	1							et	1243	it	2375	
Frodo	m	chimpanzee	24	parent	1	1	3	3		p_training	training	r	43099.48523	l	0							et	22055	it	2230	
Frodo	m	chimpanzee	24	parent	1	1	4	4		p_training	training	r	43099.48597	r	1							et	515	it	3940	
Frodo	m	chimpanzee	24	parent	1	1	5	5		p_training	training	r	43099.48613	r	1							et	528	it	2731	
Frodo	m	chimpanzee	24	parent	1	1	6	6		p_training	training	r	43099.4863	r	1							et	467	it	2397	
Frodo	m	chimpanzee	24	parent	1	1	7	7		p_training	training	l	43099.48646	l	1							et	1907	it	3253	
Frodo	m	chimpanzee	24	parent	1	1	8	8		p_training	training	l	43099.48666	l	1							et	554	it	1759	
Frodo	m	chimpanzee	24	parent	1	1	9	9		p_training	training	l	43099.48691	l	1							et	1648	it	6785	
Frodo	m	chimpanzee	24	parent	1	1	10	10		p_training	training	r	43099.48741	r	1							et	446	it	2637	
Frodo	m	chimpanzee	24	parent	1	1	11	11		p_training	training	l	43099.48755	l	1							et	592	it	2076	
Frodo	m	chimpanzee	24	parent	1	1	12	12		p_training	training	r	43099.48767	r	1							et	596	it	2703	
Frodo	m	chimpanzee	24	parent	1	2	13	13		p_training	training	r	43099.48786	r	1							et	526	it	2580	
Frodo	m	chimpanzee	24	parent	1	2	14	14		p_training	training	l	43099.48803	l	1							et	945	it	1722	
Frodo	m	chimpanzee	24	parent	1	2	15	15		p_training	training	l	43099.48817	l	1							et	491	it	1639	
Frodo	m	chimpanzee	24	parent	1	2	16	16		p_training	training	r	43099.4883	r	1							et	552	it	2039	
Frodo	m	chimpanzee	24	parent	1	2	17	17		p_training	training	l	43099.48845	l	1							et	454	it	1716	
Frodo	m	chimpanzee	24	parent	1	2	18	18		p_training	training	r	43099.48859	r	1							et	880	it	1976	
Frodo	m	chimpanzee	24	parent	1	2	19	19		p_training	training	r	43099.48875	r	1							et	470	it	1563	
Frodo	m	chimpanzee	24	parent	1	2	20	20		p_training	training	l	43099.48891	l	1							et	379	it	1591	
Frodo	m	chimpanzee	24	parent	1	2	21	21		p_training	training	l	43099.48906	l	1							et	560	it	1940	
Frodo	m	chimpanzee	24	parent	1	2	22	22		p_training	training	r	43099.48921	r	1							et	660	it	1929	
Frodo	m	chimpanzee	24	parent	1	2	23	23		p_training	training	r	43099.48935	r	1							et	561	it	1682	
Frodo	m	chimpanzee	24	parent	1	2	24	24		p_training	training	l	43099.48962	l	1							et	490	it	1494	
Frodo	m	chimpanzee	24	parent	2	1	1	25		p_test	training	r	43102.47803	r	1							et	345	it	2906	
Frodo	m	chimpanzee	24	parent	2	1	2	26		p_test	training	l	43102.47826	l	1							et	1189	it	4059	
Frodo	m	chimpanzee	24	parent	2	1	3	27	1	p_test	test	l	43102.47846	l	1	ct	1655	cp	21	st	2041					
Frodo	m	chimpanzee	24	parent	2	1	4	28		p_test	training	l	43102.47885	l	1							et	712	it	1687	
Frodo	m	chimpanzee	24	parent	2	1	5	29		p_test	training	r	43102.47906	r	1							et	330	it	1435	
Frodo	m	chimpanzee	24	parent	2	1	6	30		p_test	training	r	43102.47936	r	1							et	412	it	1759	
Frodo	m	chimpanzee	24	parent	2	1	7	31	2	p_test	test	r	43102.47959	r	1	ct	1503	cp	22	st	1826					
Frodo	m	chimpanzee	24	parent	2	1	8	32		p_test	training	l	43102.47983	l	1							et	578	it	1735	
Frodo	m	chimpanzee	24	parent	2	1	9	33		p_test	training	l	43102.48005	l	1							et	442	it	1756	
Frodo	m	chimpanzee	24	parent	2	1	10	34	3	p_test	test	r	43102.48037	r	1	ct	1153	cp	22	st	1445					
Frodo	m	chimpanzee	24	parent	2	1	11	35		p_test	training	l	43102.4806	l	1							et	382	it	2412	
Frodo	m	chimpanzee	24	parent	2	1	12	36		p_test	training	r	43102.48081	r	1							et	434	it	1666	
Frodo	m	chimpanzee	24	parent	2	2	13	37		p_test	training	l	43102.48174	l	1							et	452	it	4020	
Frodo	m	chimpanzee	24	parent	2	2	14	38	4	p_test	test	l	43102.48218	l	1	ct	1204	cp	12	st	1402					
Frodo	m	chimpanzee	24	parent	2	2	15	39		p_test	training	r	43102.48249	r	1							et	374	it	2158	
Frodo	m	chimpanzee	24	parent	2	2	16	40		p_test	training	r	43102.48271	r	1							et	418	it	4875	
Frodo	m	chimpanzee	24	parent	2	2	17	41		p_test	training	l	43102.483	l	1							et	675	it	1679	
Frodo	m	chimpanzee	24	parent	2	2	18	42		p_test	training	r	43102.48334	r	1							et	489	it	1486	
Frodo	m	chimpanzee	24	parent	2	2	19	43	5	p_test	test	r	43102.48359	r	1	ct	1353	cp	18	st	1589					
Frodo	m	chimpanzee	24	parent	2	2	20	44		p_test	training	r	43102.48388	r	1							et	503	it	1772	
Frodo	m	chimpanzee	24	parent	2	2	21	45		p_test	training	r	43102.48404	r	1							et	531	it	1530	
Frodo	m	chimpanzee	24	parent	2	2	22	46		p_test	training	l	43102.48421	l	1							et	455	it	2058	
Frodo	m	chimpanzee	24	parent	2	2	23	47	6	p_test	test	l	43102.48441	l	1	ct	1555	cp	21	st	1850					
Frodo	m	chimpanzee	24	parent	2	2	24	48		p_test	training	l	43102.48465	l	1							et	280	it	1534	
