trial.id	Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number	Trial_test
2486	Tumbo	m	Uganda	30	22/11/2019	1	14	training	r	r	c							et	5360		yes	0	
2487	Tumbo	m	Uganda	30	22/11/2019	1	15	training	r	l	i										no	0	
2488	Tumbo	m	Uganda	30	22/11/2019	1	16	training	r	r	c							et	425		no	0	
2489	Tumbo	m	Uganda	30	22/11/2019	1	17	training	l	l	c							et	862		yes	0	
2490	Tumbo	m	Uganda	30	22/11/2019	1	18	training	l	l	c							et	908		no	0	
2491	Tumbo	m	Uganda	30	22/11/2019	1	19	training	l	r	i							et	1579		no	0	
2492	Tumbo	m	Uganda	30	22/11/2019	1	20	test	r	r	c	ct	1002	cp	22	st	1219				yes	0	3
2493	Tumbo	m	Uganda	30	22/11/2019	1	21	training	r	l	i										no	0	
2494	Tumbo	m	Uganda	30	22/11/2019	1	22	training	l	l	c							et	458		yes	0	
2495	Tumbo	m	Uganda	30	22/11/2019	1	23	test	r	l	i	ct	651	cp	15	st	702				yes	0	4
2496	Tumbo	m	Uganda	30	22/11/2019	1	24	training	r	l	i							et	7926		no	0	
2497	Tumbo	m	Uganda	30	22/11/2019	1	25	training	r	r	c							et	339		no	0	
2498	Tumbo	m	Uganda	30	22/11/2019	1	26	training	r	r	c							et	367		no	0	
2499	Tumbo	m	Uganda	30	22/11/2019	1	27	training	l	r	i							et	3135		yes	0	
2500	Tumbo	m	Uganda	30	22/11/2019	1	28	test	l	l	c	ct	1103	cp	21	st	1272				no	0	5
2501	Tumbo	m	Uganda	30	22/11/2019	1	29	training	l	l	c							et	167		no	0	
2502	Tumbo	m	Uganda	30	22/11/2019	1	30	test	l	l	c	ct	1203	cp	21	st	1313			"test in trial 16 started with error, thus repeated here at end"	no	0	13
2503	Tumbo	m	Uganda	30	23/11/2019	2	31	training	l	r	i							et	2647			0	
2504	Tumbo	m	Uganda	30	23/11/2019	2	32	training	r	l	i							et	7950		yes	0	
2505	Tumbo	m	Uganda	30	23/11/2019	2	33	training	r	l	i										no	0	
2506	Tumbo	m	Uganda	30	23/11/2019	2	34	training	l	l	c							et	1822		yes	0	
2507	Tumbo	m	Uganda	30	23/11/2019	2	35	training	l	l	c							et	910		no	0	
2508	Tumbo	m	Uganda	30	23/11/2019	2	36	training	r	l	i										yes	0	
2509	Tumbo	m	Uganda	30	23/11/2019	2	37	training	l	l	c							et	688		yes	0	
2510	Tumbo	m	Uganda	30	23/11/2019	2	38	training	r	l	i										yes	0	
2511	Tumbo	m	Uganda	30	23/11/2019	2	39	test	l	l	c	ct	2105	cp	21	st	2306				yes	0	6
2512	Tumbo	m	Uganda	30	23/11/2019	2	40	training	r	r	c							et	532		yes	0	
2513	Tumbo	m	Uganda	30	23/11/2019	2	41	test	r	r	c	ct	1454	cp	22	st	1743				no	0	7
2514	Tumbo	m	Uganda	30	23/11/2019	2	42	training	l	r	i							et	3802		yes	0	
2515	Tumbo	m	Uganda	30	23/11/2019	2	43	training	l	r	i							et	1688		no	0	
2516	Tumbo	m	Uganda	30	23/11/2019	2	44	training	r	l	i							et	13465		yes	0	
2517	Tumbo	m	Uganda	30	23/11/2019	2	45	training	r	r	c							et	1579		no	0	
2518	Tumbo	m	Uganda	30	23/11/2019	2	46	training	r	r	c							et	564		no	0	
2519	Tumbo	m	Uganda	30	23/11/2019	2	47	test	l	r	i	ct	1153	cp	21	st	1239				yes	0	8
2520	Tumbo	m	Uganda	30	23/11/2019	2	48	test	l	l	c	ct	1304	cp	21	st	1518			accidentally done another test	no	0	9
2521	Tumbo	m	Uganda	30	23/11/2019	2	49	training	l	l	c							et	525		no	0	
2522	Tumbo	m	Uganda	30	23/11/2019	2	50	training	l	l	c							et	294		no	0	
2523	Tumbo	m	Uganda	30	23/11/2019	2	51	training	r	l	i							et	1909		yes	0	
2524	Tumbo	m	Uganda	30	23/11/2019	2	52	test	r	l	i	ct	1855	cp	22	st	1983				no	0	10
2525	Tumbo	m	Uganda	30	23/11/2019	2	53	training	l	l	c							et	759		yes	0	
2526	Tumbo	m	Uganda	30	23/11/2019	2	54	training	r	l	i							et	1766		yes	0	
2527	Tumbo	m	Uganda	30	23/11/2019	2	55	training	r	r	c							et	482		no	0	
2528	Tumbo	m	Uganda	30	23/11/2019	2	56	training	l	l	c							et	462		yes	0	
2529	Tumbo	m	Uganda	30	23/11/2019	2	57	test	r	l	i	ct	101	cp	4294967295	st	2233				yes	0	11
2530	Tumbo	m	Uganda	30	23/11/2019	2	58	training	l	l	c							et	398		yes	0	
2531	Tumbo	m	Uganda	30	23/11/2019	2	59	training	l	l	c							et	1016		no	0	
2532	Tumbo	m	Uganda	30	23/11/2019	2	60	training	r	l	i										yes	0	
2533	Tumbo	m	Uganda	30	23/11/2019	2	61	test	l	l	c	ct	3860	cp	21	st	3998				yes	0	12
2534	Nkuumwa	f	Uganda	23	23/11/2019	1	1	training	r	r	c							et	4493			0	
2535	Nkuumwa	f	Uganda	23	23/11/2019	1	2	training	l	r	i										yes	0	
2536	Nkuumwa	f	Uganda	23	23/11/2019	1	3	training	r	l	i							et	16622		yes	0	
2537	Nkuumwa	f	Uganda	23	23/11/2019	1	4	training	r	r	c							et	9120		no	0	
2538	Nkuumwa	f	Uganda	23	23/11/2019	1	5	training	l	l	c							et	3638		yes	0	
2539	Nkuumwa	f	Uganda	23	23/11/2019	1	6	training	l	l	c							et	796		no	0	
2540	Nkuumwa	f	Uganda	23	23/11/2019	1	7	training	r	l	i							et	8821		yes	0	
2541	Nkuumwa	f	Uganda	23	23/11/2019	1	8	training	l	r	i										yes	0	
2542	Nkuumwa	f	Uganda	23	23/11/2019	1	9	training	r	l	i							et	5977		yes	0	
2543	Nkuumwa	f	Uganda	23	23/11/2019	1	10	training	l	r	i							et	4057		yes	0	
2544	Nkuumwa	f	Uganda	23	23/11/2019	1	11	test	r	l	i	ct	2657	cp	10	st	3057				yes	1	1
2545	Nkuumwa	f	Uganda	23	23/11/2019	1	12	training	l	l	c							et	746		yes	0	
2546	Nkuumwa	f	Uganda	23	23/11/2019	1	13	test	l	l	c	ct	1956	cp	21	st	2286				no	0	2
2547	Nkuumwa	f	Uganda	23	23/11/2019	1	14	training	r	l	i							et	4006		yes	0	
2548	Nkuumwa	f	Uganda	23	23/11/2019	1	15	training	r	r	c										no	0	
2549	Nkuumwa	f	Uganda	23	23/11/2019	1	16	test	l	l	c	ct	2406	cp	21	st	2521				yes	0	3
2550	Nkuumwa	f	Uganda	23	23/11/2019	1	17	training	r	r	c							et	3945		yes	0	
2551	Nkuumwa	f	Uganda	23	23/11/2019	1	18	training	l	r	i							et	2404		yes	0	
2552	Nkuumwa	f	Uganda	23	23/11/2019	1	19	training	l	l	c							et	537		no	0	
2553	Nkuumwa	f	Uganda	23	23/11/2019	1	20	test	r	l	i	ct	3509	cp	21	st	3998				yes	0	4
2554	Nkuumwa	f	Uganda	23	23/11/2019	1	21	training	l	l	c							et	1216		yes	0	
2555	Nkuumwa	f	Uganda	23	23/11/2019	1	22	training	r	l	i										yes	0	
2556	Nkuumwa	f	Uganda	23	23/11/2019	1	23	training	l	r	i							et	1912		yes	0	
2557	Nkuumwa	f	Uganda	23	23/11/2019	1	24	test	r	l	i	ct	4411	cp	22	st	4670				yes	0	5
2558	Nkuumwa	f	Uganda	23	23/11/2019	1	25	training	r	l	i							et	2374		no	0	
2559	Nkuumwa	f	Uganda	23	23/11/2019	1	26	training	r	r	c							et	8015		no	0	
2560	Nkuumwa	f	Uganda	23	23/11/2019	1	27	training	r	r	c										no	0	
2561	Nkuumwa	f	Uganda	23	23/11/2019	1	28	training	l	r	i							et	1831		yes	0	
2562	Nkuumwa	f	Uganda	23	23/11/2019	1	29	test	l	l	c	ct	2306	cp	21	st	2537				no	0	6
2563	Nkuumwa	f	Uganda	23	23/11/2019	1	30	training	l	r	i							et	19132		no	0	
2564	Nkuumwa	f	Uganda	23	25/11/2019	2	31	training	l	l	c							et	652			0	
2565	Nkuumwa	f	Uganda	23	25/11/2019	2	32	training	r	l	i							et	3292		yes	0	
2566	Nkuumwa	f	Uganda	23	25/11/2019	2	33	training	r	l	i							et	4237		no	0	
2567	Nkuumwa	f	Uganda	23	25/11/2019	2	34	training	l	l	c							et	1065		yes	0	
2568	Nkuumwa	f	Uganda	23	25/11/2019	2	35	training	l	l	c							et	649		no	0	
2569	Nkuumwa	f	Uganda	23	25/11/2019	2	36	training	r	l	i							et	3556		yes	0	
2570	Nkuumwa	f	Uganda	23	25/11/2019	2	37	training	l	r	i							et	3633		yes	0	
2571	Nkuumwa	f	Uganda	23	25/11/2019	2	38	training	r	l	i							et	2693		yes	0	
2572	Nkuumwa	f	Uganda	23	25/11/2019	2	39	test	l	r	i	ct	1504	cp	21	st	1771				yes	0	7
2573	Nkuumwa	f	Uganda	23	25/11/2019	2	40	training	r	r	c							et	782		yes	0	
2574	Nkuumwa	f	Uganda	23	25/11/2019	2	41	test	r	r	c	ct	3158	cp	22	st	3510				no	0	8
2575	Nkuumwa	f	Uganda	23	25/11/2019	2	42	training	l	l	c							et	709		yes	0	
2576	Nkuumwa	f	Uganda	23	25/11/2019	2	43	training	l	l	c							et	592		no	0	
2577	Nkuumwa	f	Uganda	23	25/11/2019	2	44	training	r	r	c							et	849		yes	0	
2578	Nkuumwa	f	Uganda	23	25/11/2019	2	45	training	r	r	c							et	981		no	0	
2579	Nkuumwa	f	Uganda	23	25/11/2019	2	46	training	r	r	c							et	796		no	0	
2580	Nkuumwa	f	Uganda	23	25/11/2019	2	47	test	l	r	i	ct	1705	cp	18	st	1928				yes	0	9
2581	Nkuumwa	f	Uganda	23	25/11/2019	2	48	training	l	r	i							et	8479		no	0	
2582	Nkuumwa	f	Uganda	23	25/11/2019	2	49	training	l	l	c							et	848		no	0	
2583	Nkuumwa	f	Uganda	23	25/11/2019	2	50	training	r	r	c							et	936		yes	0	
2584	Nkuumwa	f	Uganda	23	25/11/2019	2	51	test	r	r	c	ct	2206	cp	22	st	2414				no	0	10
2585	Nkuumwa	f	Uganda	23	25/11/2019	2	52	training	l	l	c							et	865		yes	0	
2586	Nkuumwa	f	Uganda	23	25/11/2019	2	53	training	r	r	c							et	720		yes	0	
2587	Nkuumwa	f	Uganda	23	25/11/2019	2	54	training	l	r	i							et	2490		yes	0	
2588	Nkuumwa	f	Uganda	23	25/11/2019	2	55	training	l	l	c							et	1716		no	0	
2589	Nkuumwa	f	Uganda	23	25/11/2019	2	56	test	r	r	c	ct	2005	cp	22	st	2274				yes	0	11
2590	Nkuumwa	f	Uganda	23	25/11/2019	2	57	training	r	r	c							et	1133		no	0	
2591	Nkuumwa	f	Uganda	23	25/11/2019	2	58	training	l	r	i							et	2755		yes	0	
2592	Nkuumwa	f	Uganda	23	25/11/2019	2	59	training	r	r	c							et	995		yes	0	
2593	Nkuumwa	f	Uganda	23	25/11/2019	2	60	test	l	r	i	ct	1504	cp	22	st	2279				yes	0	12
2594	Umutama	m	Uganda	23	15/12/2019	1	1	training	r	r	c							et	4985			0	
2595	Umutama	m	Uganda	23	15/12/2019	1	2	training	l	r	i							et	16544		yes	0	
2596	Umutama	m	Uganda	23	15/12/2019	1	3	training	r	r	c							et	1847	TRAINING TRIAL BEFORE DELETED DUE TO ERROR	yes	0	
2597	Umutama	m	Uganda	23	15/12/2019	1	4	training	l	r	i							et	22381		yes	0	
2598	Umutama	m	Uganda	23	15/12/2019	1	5	training	l	r	i										no	0	
2599	Umutama	m	Uganda	23	15/12/2019	1	6	training	r	l	i							et	4529		yes	0	
2600	Umutama	m	Uganda	23	15/12/2019	1	7	training	l	r	i							et	3901		yes	0	
2601	Umutama	m	Uganda	23	15/12/2019	1	8	training	r	l	i										yes	0	
2602	Umutama	m	Uganda	23	15/12/2019	1	9	training	l	r	i										yes	0	
2603	Umutama	m	Uganda	23	15/12/2019	1	10	test	r	l	i	ct	3509	cp	22	st	3946				yes	0	1
2604	Umutama	m	Uganda	23	15/12/2019	1	11	training	l	l	c							et	812		yes	1	
2605	Umutama	m	Uganda	23	15/12/2019	1	12	test	l	l	c	ct	4111	cp	22	st	5226				no	0	2
2606	Umutama	m	Uganda	23	15/12/2019	1	13	training	r	l	i							et	3365		yes	0	
2607	Umutama	m	Uganda	23	15/12/2019	1	14	training	r	r	c							et	655		no	0	
2608	Umutama	m	Uganda	23	15/12/2019	1	15	test	l	r	i	ct	1755	cp	13	st	2026				yes	0	3
2609	Umutama	m	Uganda	23	15/12/2019	1	16	training	r	r	c							et	1732		yes	0	
2610	Umutama	m	Uganda	23	15/12/2019	1	17	training	l	r	i							et	5284		yes	0	
2611	Umutama	m	Uganda	23	15/12/2019	1	18	training	l	l	c							et	1623		no	0	
2612	Umutama	m	Uganda	23	15/12/2019	1	19	test	r	l	i	ct	6467	cp	24	st	9593				yes	0	4
2613	Umutama	m	Uganda	23	15/12/2019	1	20	training	l	l	c							et	784		yes	0	
2614	Umutama	m	Uganda	23	15/12/2019	1	21	training	r	l	i							et	3716		yes	0	
2615	Umutama	m	Uganda	23	15/12/2019	1	22	training	l	r	i							et	4019		yes	0	
2616	Umutama	m	Uganda	23	15/12/2019	1	23	test	r	l	i	ct	1855	cp	22	st	2003				yes	0	5
2617	Umutama	m	Uganda	23	15/12/2019	1	24	training	r	r	c							et	3367		no	0	
2618	Umutama	m	Uganda	23	15/12/2019	1	25	training	r	l	i							et	3965		no	0	
2619	Umutama	m	Uganda	23	15/12/2019	1	26	training	r	l	i							et	2498		no	0	
2620	Umutama	m	Uganda	23	15/12/2019	1	27	training	l	l	c							et	11961		yes	0	
2621	Umutama	m	Uganda	23	15/12/2019	1	28	test	l	l	c	ct	1403	cp	21	st	1875				no	0	6
2622	Umutama	m	Uganda	23	15/12/2019	1	29	training	l	l	c							et	10058		no	0	
2623	Umutama	m	Uganda	23	16/12/2019	1	30	training	l	l	c							et	407		no	0	
2624	Umutama	m	Uganda	23	16/12/2019	2	31	training	r	l	i							et	4523			0	
2625	Umutama	m	Uganda	23	16/12/2019	2	32	training	r	l	i							et	2828		no	0	
2626	Umutama	m	Uganda	23	16/12/2019	2	33	training	l	l	c							et	652		yes	0	
2627	Umutama	m	Uganda	23	16/12/2019	2	34	training	l	l	c							et	518		no	0	
2628	Umutama	m	Uganda	23	16/12/2019	2	35	training	r	l	i							et	2258		yes	0	
2629	Umutama	m	Uganda	23	16/12/2019	2	36	training	l	l	c							et	729		yes	0	
2630	Umutama	m	Uganda	23	16/12/2019	2	37	training	r	l	i							et	2601		yes	0	
2631	Umutama	m	Uganda	23	16/12/2019	2	38	test	l	l	c	ct	1653	cp	20	st	1978				yes	0	7
2632	Umutama	m	Uganda	23	16/12/2019	2	39	training	r	r	c							et	531		yes	0	
2633	Umutama	m	Uganda	23	16/12/2019	2	40	test	r	r	c	ct	2707	cp	22	st	2760				no	0	8
2634	Umutama	m	Uganda	23	16/12/2019	2	41	training	l	l	c							et	535		yes	0	
2635	Umutama	m	Uganda	23	16/12/2019	2	42	training	l	l	c							et	1012		no	0	
2636	Umutama	m	Uganda	23	16/12/2019	2	43	training	r	l	i							et	2284		yes	0	
2637	Umutama	m	Uganda	23	16/12/2019	2	44	training	r	l	i							et	1632		no	0	
2638	Umutama	m	Uganda	23	16/12/2019	2	45	training	r	r	c							et	541		no	0	
2639	Umutama	m	Uganda	23	16/12/2019	2	46	test	l	l	c	ct	1304	cp	21	st	1696				yes	0	9
2640	Umutama	m	Uganda	23	16/12/2019	2	47	training	l	l	c							et	570		no	0	
2641	Umutama	m	Uganda	23	16/12/2019	2	48	training	l	l	c							et	794		no	0	
2642	Umutama	m	Uganda	23	16/12/2019	2	49	training	r	l	i							et	1752		yes	0	
2643	Umutama	m	Uganda	23	16/12/2019	2	50	test	r	l	i	ct	2506	cp	22	st	2820				no	0	10
2644	Umutama	m	Uganda	23	16/12/2019	2	51	training	l	l	c							et	1509		yes	0	
2645	Umutama	m	Uganda	23	16/12/2019	2	52	training	r	l	i							et	2444		yes	0	
2646	Umutama	m	Uganda	23	16/12/2019	2	53	training	l	l	c							et	1972		yes	0	
2647	Umutama	m	Uganda	23	16/12/2019	2	54	training	l	l	c							et	838		no	0	
2648	Umutama	m	Uganda	23	16/12/2019	2	55	test	r	l	i	ct	1603	cp	22	st	1799				yes	0	11
2649	Umutama	m	Uganda	23	16/12/2019	2	56	training	r	l	i							et	2107		no	0	
2650	Umutama	m	Uganda	23	16/12/2019	2	57	training	l	l	c							et	596		yes	0	
2651	Umutama	m	Uganda	23	16/12/2019	2	58	training	r	l	i							et	1910		yes	0	
2652	Umutama	m	Uganda	23	16/12/2019	2	59	test	l	l	c	ct	1253	cp	21	st	1539				yes	0	12
2653	Umugenzi	m	Uganda	22	15/12/2019	1	1	training	r	l	i							et	-23649			0	
2654	Umugenzi	m	Uganda	22	15/12/2019	1	2	training	l	r	i							et	20216		yes	0	
2655	Umugenzi	m	Uganda	22	15/12/2019	1	3	training	r	l	i							et	3410		yes	0	
2656	Umugenzi	m	Uganda	22	15/12/2019	1	4	training	r	r	c							et	211		no	0	
2657	Umugenzi	m	Uganda	22	15/12/2019	1	5	training	l	r	i							et	5820		yes	0	
2658	Umugenzi	m	Uganda	22	15/12/2019	1	6	training	r	r	c							et	115		yes	0	
2659	Umugenzi	m	Uganda	22	15/12/2019	1	7	training	l	r	i							et	1563		yes	0	
2660	Umugenzi	m	Uganda	22	15/12/2019	1	8	training	r	l	i							et	1561		yes	0	
2661	Umugenzi	m	Uganda	22	15/12/2019	1	9	training	l	l	c							et	176		yes	0	
2662	Umugenzi	m	Uganda	22	15/12/2019	1	10	test	r	l	i	ct	2407	cp	22	st	2549				yes	1	1
2663	Umugenzi	m	Uganda	22	15/12/2019	1	11	training	l	l	c							et	171		yes	0	
2664	Umugenzi	m	Uganda	22	15/12/2019	1	12	test	l	l	c	ct	4110	cp	21	st	4204				no	0	2
2665	Umugenzi	m	Uganda	22	15/12/2019	1	13	training	r	r	c							et	157		yes	0	
2666	Umugenzi	m	Uganda	22	15/12/2019	1	14	training	r	r	c							et	10941		no	0	
2667	Umugenzi	m	Uganda	22	15/12/2019	1	15	test	l	r	i	ct	5364	cp	24	st	7884				yes	0	3
2668	Umugenzi	m	Uganda	22	15/12/2019	1	16	training	r	r	c							et	408		yes	0	
2669	Umugenzi	m	Uganda	22	15/12/2019	1	17	training	l	r	i							et	2745		yes	0	
2670	Umugenzi	m	Uganda	22	15/12/2019	1	18	training	l	l	c							et	532		no	0	
2671	Umugenzi	m	Uganda	22	15/12/2019	1	19	test	r	l	i	ct	952	cp	22	st	1175				yes	0	4
2672	Umugenzi	m	Uganda	22	15/12/2019	1	20	training	l	l	c							et	297		yes	0	
2673	Umugenzi	m	Uganda	22	15/12/2019	1	21	training	r	l	i							et	3629		yes	0	
2674	Umugenzi	m	Uganda	22	15/12/2019	1	22	training	l	l	c							et	201		yes	0	
2675	Umugenzi	m	Uganda	22	15/12/2019	1	23	test	r	l	i	ct	602	cp	18	st	732				yes	0	5
2676	Umugenzi	m	Uganda	22	15/12/2019	1	24	training	r	l	i							et	1103		no	0	
2677	Umugenzi	m	Uganda	22	16/12/2019	2	25	training	r	l	i							et	1403			0	
2678	Umugenzi	m	Uganda	22	16/12/2019	2	26	training	r	r	c							et	295		no	0	
2679	Umugenzi	m	Uganda	22	16/12/2019	2	27	training	l	r	i							et	2197		yes	0	
2680	Umugenzi	m	Uganda	22	16/12/2019	2	28	test	l	l	c	ct	2857	cp	21	st	3028				no	0	6
2681	Umugenzi	m	Uganda	22	16/12/2019	2	29	training	l	r	i							et	1683		no	0	
2682	Umugenzi	m	Uganda	22	16/12/2019	2	30	training	l	l	c							et	240		no	0	
2683	Umugenzi	m	Uganda	22	16/12/2019	2	31	training	r	l	i							et	6385		yes	0	
2684	Umugenzi	m	Uganda	22	16/12/2019	2	32	training	r	l	i							et	1031		no	0	
2685	Umugenzi	m	Uganda	22	16/12/2019	2	33	training	l	l	c							et	371		yes	0	
2686	Umugenzi	m	Uganda	22	16/12/2019	2	34	training	l	r	i							et	1572		no	0	
2687	Umugenzi	m	Uganda	22	16/12/2019	2	35	training	r	l	i							et	2248		yes	0	
2688	Umugenzi	m	Uganda	22	16/12/2019	2	36	training	l	r	i							et	2179		yes	0	
2689	Umugenzi	m	Uganda	22	16/12/2019	2	37	training	r	l	i							et	1123		yes	0	
2690	Umugenzi	m	Uganda	22	16/12/2019	2	38	test	l	l	c	ct	2255	cp	21	st	2405				yes	0	7
2691	Umugenzi	m	Uganda	22	16/12/2019	2	39	training	r	r	c							et	175		yes	0	
2692	Umugenzi	m	Uganda	22	16/12/2019	2	40	test	r	r	c	ct	2557	cp	22	st	2684				no	0	8
2693	Umugenzi	m	Uganda	22	16/12/2019	2	41	training	l	l	c							et	242		yes	0	
2694	Umugenzi	m	Uganda	22	16/12/2019	2	42	training	l	l	c							et	238		no	0	
2695	Umugenzi	m	Uganda	22	16/12/2019	2	43	training	r	l	i							et	1368		yes	0	
2696	Umugenzi	m	Uganda	22	16/12/2019	2	44	training	r	r	c							et	307		no	0	
2697	Umugenzi	m	Uganda	22	16/12/2019	2	45	training	r	l	i							et	1191		no	0	
2698	Umugenzi	m	Uganda	22	16/12/2019	2	46	test	l	r	i	ct	1755	cp	22	st	1852				yes	0	9
2699	Umugenzi	m	Uganda	22	16/12/2019	2	47	training	l	r	i							et	1734		no	0	
2700	Umugenzi	m	Uganda	22	16/12/2019	2	48	training	l	l	c							et	261		no	0	
2701	Umugenzi	m	Uganda	22	16/12/2019	2	49	training	r	l	i							et	1393		yes	0	
2702	Umugenzi	m	Uganda	22	16/12/2019	2	50	test	r	r	c	ct	1806	cp	22	st	1895				no	0	10
2703	Umugenzi	m	Uganda	22	16/12/2019	2	51	training	l	r	i							et	1117		yes	0	
2704	Umugenzi	m	Uganda	22	16/12/2019	2	52	training	r	l	i							et	1158		yes	0	
2705	Umugenzi	m	Uganda	22	16/12/2019	2	53	training	l	l	c							et	250		yes	0	
2706	Umugenzi	m	Uganda	22	16/12/2019	2	54	training	l	l	c							et	278		no	0	
2707	Umugenzi	m	Uganda	22	16/12/2019	2	55	test	r	l	i	ct	1705	cp	22	st	1833				yes	0	11
2708	Umugenzi	m	Uganda	22	16/12/2019	2	56	training	r	l	i							et	1837		no	0	
2709	Umugenzi	m	Uganda	22	16/12/2019	2	57	training	l	l	c							et	260		yes	0	
2710	Umugenzi	m	Uganda	22	16/12/2019	2	58	training	r	l	i							et	1877		yes	0	
2711	Umugenzi	m	Uganda	22	16/12/2019	2	59	test	l	l	c	ct	802	cp	22	st	940				yes	0	12
2712	Okech	m	Uganda	20	15/12/2019	1	1	training	r	r	c							et	3448			0	
2713	Okech	m	Uganda	20	15/12/2019	1	2	training	l	r	i							et	-3006		yes	0	
2714	Okech	m	Uganda	20	15/12/2019	1	3	training	r	l	i							et	7364		yes	0	
2715	Okech	m	Uganda	20	15/12/2019	1	4	training	r	r	c							et	303		no	0	
2716	Okech	m	Uganda	20	15/12/2019	1	5	training	l	r	i							et	5772		yes	0	
2717	Okech	m	Uganda	20	15/12/2019	1	6	training	l	r	i							et	3359		no	0	
2718	Okech	m	Uganda	20	15/12/2019	1	7	training	r	r	c							et	450		yes	0	
2719	Okech	m	Uganda	20	15/12/2019	1	8	training	l	r	i							et	3503		yes	0	
2720	Okech	m	Uganda	20	15/12/2019	1	9	training	r	r	c							et	342		yes	0	
2721	Okech	m	Uganda	20	15/12/2019	1	10	training	l	r	i							et	3118		yes	0	
2722	Okech	m	Uganda	20	15/12/2019	1	11	training	l	r	i							et	2421		no	1	
2723	Okech	m	Uganda	20	15/12/2019	1	12	test	l	l	c	ct	1253	cp	21	st	1479				no	0	1
2724	Okech	m	Uganda	20	15/12/2019	1	13	training	r	r	c							et	277		yes	0	
2725	Okech	m	Uganda	20	15/12/2019	1	14	training	r	r	c							et	265		no	0	
2726	Okech	m	Uganda	20	15/12/2019	1	15	test	l	r	i	ct	1053	cp	21	st	1378				yes	0	2
2727	Okech	m	Uganda	20	15/12/2019	1	16	training	r	r	c							et	283		yes	0	
2728	Okech	m	Uganda	20	15/12/2019	1	17	training	l	r	i							et	3454		yes	0	
2729	Okech	m	Uganda	20	15/12/2019	1	18	training	l	l	c							et	1878		no	0	
2730	Okech	m	Uganda	20	15/12/2019	1	19	test	r	l	i	ct	4662	cp	23	st	7601				yes	0	3
2731	Okech	m	Uganda	20	15/12/2019	1	20	training	l	l	c							et	530		yes	0	
2732	Okech	m	Uganda	20	15/12/2019	1	21	training	r	l	i							et	2303		yes	0	
2733	Okech	m	Uganda	20	15/12/2019	1	22	training	l	r	i							et	4342		yes	0	
2734	Okech	m	Uganda	20	15/12/2019	1	23	test	r	l	i	ct	6669	cp	22	st	6793				yes	0	4
2735	Okech	m	Uganda	20	15/12/2019	1	24	training	r	r	c							et	363		no	0	
2736	Okech	m	Uganda	20	15/12/2019	1	25	training	r	r	c							et	278		no	0	
2737	Okech	m	Uganda	20	15/12/2019	1	26	training	r	r	c							et	315		no	0	
2738	Okech	m	Uganda	20	15/12/2019	1	27	training	l	r	i							et	3629		yes	0	
2739	Okech	m	Uganda	20	15/12/2019	1	28	test	l	l	c	ct	1705	cp	21	st	1922				no	0	5
2740	Okech	m	Uganda	20	15/12/2019	1	29	training	l	r	i							et	1752		no	0	
2741	Okech	m	Uganda	20	15/12/2019	1	30	test	r	r	c	ct	4111	cp	22	st	4188				yes	0	6
2742	Okech	m	Uganda	20	16/12/2019	2	31	training	l	l	c							et	609			0	
2743	Okech	m	Uganda	20	16/12/2019	2	32	training	r	l	i							et	4395		yes	0	
2744	Okech	m	Uganda	20	16/12/2019	2	33	training	r	r	c							et	278		no	0	
2745	Okech	m	Uganda	20	16/12/2019	2	34	training	l	r	i							et	2869		yes	0	
2746	Okech	m	Uganda	20	16/12/2019	2	35	training	l	l	c							et	566		no	0	
2747	Okech	m	Uganda	20	16/12/2019	2	36	training	r	l	i							et	1991		yes	0	
2748	Okech	m	Uganda	20	16/12/2019	2	37	training	l	l	c							et	482		yes	0	
2749	Okech	m	Uganda	20	16/12/2019	2	38	training	r	l	i										yes	0	
2750	Okech	m	Uganda	20	16/12/2019	2	39	test	l	r	i	ct	2857	cp	13	st	3003				yes	0	7
2751	Okech	m	Uganda	20	16/12/2019	2	40	training	r	r	c							et	459		yes	0	
2752	Okech	m	Uganda	20	16/12/2019	2	41	training	l	l	c							et	407		yes	0	
2753	Okech	m	Uganda	20	16/12/2019	2	42	training	l	r	i							et	5764		no	0	
2754	Okech	m	Uganda	20	16/12/2019	2	43	test	r	l	i	ct	2706	cp	9	st	2835			repetition of earlier trial that was invalid because thing got stuck and E helped	yes	0	8
2755	Okech	m	Uganda	20	16/12/2019	2	44	training	r	l	i							et	8198		no	0	
2756	Okech	m	Uganda	20	16/12/2019	2	45	training	r	r	c							et	403		no	0	
2757	Okech	m	Uganda	20	16/12/2019	2	46	training	r	r	c							et	511		no	0	
2758	Okech	m	Uganda	20	16/12/2019	2	47	test	l	r	i	ct	853	cp	12	st	1138				yes	0	9
2759	Okech	m	Uganda	20	16/12/2019	2	48	training	l	l	c							et	672		no	0	
2760	Okech	m	Uganda	20	16/12/2019	2	49	training	r	r	c							et	298	TRAINING TRIAL BEFORE DELETED DUE TO ERROR	yes	0	
2761	Okech	m	Uganda	20	16/12/2019	2	50	test	r	r	c	ct	7319	cp	22	st	7736				no	0	10
2762	Okech	m	Uganda	20	16/12/2019	2	51	training	l	l	c							et	260		yes	0	
2763	Okech	m	Uganda	20	16/12/2019	2	52	training	r	l	i										yes	0	
