Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number
Amahirwe	m	old chimps	20	29/10/2018	2	43	training	l	l	c							et	445		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	44	training	r	l	i							et	4819		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	45	training	r	r	c							et	1060		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	46	training	r	l	i							et	2791		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	47	test	l	l	c	ct	2105	cp	20	st	2519				yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	48	training	l	l	c							et	14861		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	49	training	l	l	c							et	431		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	50	training	r	r	c							et	478		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	51	test	r	r	c	ct	1454	cp	22	st	1708				no	0
Amahirwe	m	old chimps	20	29/10/2018	2	52	training	l	l	c							et	469		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	53	training	r	l	i							et	1902		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	54	training	l	l	c							et	1206		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	55	training	l	l	c							et	6304		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	56	test	r	l	i	ct	1304	cp	15	st	1574				yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	57	training	r	l	i							et	2502		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	58	training	l	l	c							et	2921		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	59	training	r	l	i							et	4788		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	60	test	l	l	c	ct	1103	cp	21	st	1636				yes	0
Mary	f	old chimps	15	29/10/2018	1	1	training	r	r	c							et	3947	apple as reward throughout		0
Mary	f	old chimps	15	29/10/2018	1	2	training	l	r	i							et	18588		yes	0
Mary	f	old chimps	15	29/10/2018	1	3	training	r	r	c							et	543		yes	0
Mary	f	old chimps	15	29/10/2018	1	4	training	r	r	c							et	848		no	0
Mary	f	old chimps	15	29/10/2018	1	5	training	l	r	i							et	8244		yes	0
Mary	f	old chimps	15	29/10/2018	1	6	training	l	r	i							et	2966		no	0
Mary	f	old chimps	15	29/10/2018	1	7	training	r	r	c							et	1082		yes	0
Mary	f	old chimps	15	29/10/2018	1	8	training	l	r	i							et	3534		yes	0
Mary	f	old chimps	15	29/10/2018	1	9	training	r	l	i							et	1037		yes	0
Mary	f	old chimps	15	29/10/2018	1	10	training	l	l	c							et	742		yes	0
Mary	f	old chimps	15	29/10/2018	1	11	test	r	l	i	ct	8071	cp	17	st	8293				yes	1
Mary	f	old chimps	15	29/10/2018	1	12	training	l	l	c							et	596		yes	0
Mary	f	old chimps	15	29/10/2018	1	13	test	l	l	c	ct	2556	cp	17	st	2702				no	0
Mary	f	old chimps	15	29/10/2018	1	14	training	r	r	c							et	479		yes	0
Mary	f	old chimps	15	29/10/2018	1	15	training	r	r	c							et	480		no	0
Mary	f	old chimps	15	29/10/2018	1	16	test	l	l	c	ct	3910	cp	8	st	4112				yes	0
Mary	f	old chimps	15	29/10/2018	1	17	training	r	r	c							et	238		yes	0
Mary	f	old chimps	15	29/10/2018	1	18	training	l	l	c							et	910		yes	0
Mary	f	old chimps	15	29/10/2018	1	19	training	l	l	c							et	226		no	0
Mary	f	old chimps	15	29/10/2018	1	20	test	r	r	c	ct	1654	cp	18	st	1879				yes	0
Mary	f	old chimps	15	29/10/2018	1	21	training	l	l	c							et	828		yes	0
Mary	f	old chimps	15	29/10/2018	1	22	training	r	l	i							et	1743		yes	0
Mary	f	old chimps	15	29/10/2018	1	23	training	l	r	i							et	2556		yes	0
Mary	f	old chimps	15	29/10/2018	1	24	test	r	r	c	ct	1855	cp	22	st	2487				yes	0
Mary	f	old chimps	15	29/10/2018	1	25	training	r	r	c							et	1004		no	0
Mary	f	old chimps	15	29/10/2018	1	26	training	r	r	c							et	1217		no	0
Mary	f	old chimps	15	29/10/2018	1	27	training	r	r	c							et	301		no	0
Mary	f	old chimps	15	29/10/2018	1	28	training	l	l	c							et	380		yes	0
Mary	f	old chimps	15	29/10/2018	1	29	test	l	l	c	ct	1303	cp	21	st	2064				no	0
Mary	f	old chimps	15	29/10/2018	1	30	training	l	l	c							et	361		no	0
Mary	f	old chimps	15	30/10/2018	2	31	training	l	l	c							et	3789			0
Mary	f	old chimps	15	30/10/2018	2	32	training	r	r	c							et	991		yes	0
Mary	f	old chimps	15	30/10/2018	2	33	training	r	r	c							et	310		no	0
Mary	f	old chimps	15	30/10/2018	2	34	training	l	l	c							et	205		yes	0
Mary	f	old chimps	15	30/10/2018	2	35	training	l	l	c							et	185		no	0
Mary	f	old chimps	15	30/10/2018	2	36	training	r	r	c							et	833		yes	0
Mary	f	old chimps	15	30/10/2018	2	37	training	l	l	c							et	769		yes	0
Mary	f	old chimps	15	30/10/2018	2	38	training	r	r	c							et	321		yes	0
Mary	f	old chimps	15	30/10/2018	2	39	test	l	l	c	ct	1253	cp	20	st	1410				yes	0
Mary	f	old chimps	15	30/10/2018	2	40	training	r	r	c							et	248		yes	0
Mary	f	old chimps	15	30/10/2018	2	41	test	r	r	c	ct	1554	cp	24	st	4284				no	0
Mary	f	old chimps	15	30/10/2018	2	42	training	l	l	c							et	798		yes	0
Mary	f	old chimps	15	30/10/2018	2	43	training	l	l	c							et	300		no	0
Mary	f	old chimps	15	30/10/2018	2	44	training	r	r	c							et	190		yes	0
Mary	f	old chimps	15	30/10/2018	2	45	training	r	r	c							et	234		no	0
Mary	f	old chimps	15	30/10/2018	2	46	training	r	r	c							et	185		no	0
Mary	f	old chimps	15	30/10/2018	2	47	test	l	l	c	ct	1304	cp	21	st	1874				yes	0
Mary	f	old chimps	15	30/10/2018	2	48	training	l	l	c							et	969		no	0
Mary	f	old chimps	15	30/10/2018	2	49	training	l	l	c							et	220		no	0
Mary	f	old chimps	15	30/10/2018	2	50	training	r	r	c							et	195		yes	0
Mary	f	old chimps	15	30/10/2018	2	51	test	r	r	c	ct	1605	cp	24	st	1720				no	0
Mary	f	old chimps	15	30/10/2018	2	52	training	l	l	c							et	126		yes	0
Mary	f	old chimps	15	30/10/2018	2	53	training	r	r	c							et	252		yes	0
Mary	f	old chimps	15	30/10/2018	2	54	training	l	l	c							et	675		yes	0
Mary	f	old chimps	15	30/10/2018	2	55	training	l	l	c							et	174		no	0
Mary	f	old chimps	15	30/10/2018	2	56	test	r	r	c	ct	1253	cp	19	st	1388				yes	0
Mary	f	old chimps	15	30/10/2018	2	57	training	r	r	c							et	270		no	0
Mary	f	old chimps	15	30/10/2018	2	58	training	l	l	c							et	166		yes	0
Mary	f	old chimps	15	30/10/2018	2	59	training	r	r	c							et	834		yes	0
Mary	f	old chimps	15	30/10/2018	2	60	test	l	l	c	ct	1203	cp	22	st	1368				yes	0
Zee	m	old chimps	18	28/10/2018	1	1	training	r											not recorded		0
Zee	m	old chimps	18	28/10/2018	1	2	training	l	r	i							et	2213		yes	0
Zee	m	old chimps	18	28/10/2018	1	3	training	r	l	i							et	-26652		yes	0
Zee	m	old chimps	18	28/10/2018	1	4	training	r	r	c							et	512		no	0
Zee	m	old chimps	18	28/10/2018	1	5	training	l	r	i							et	11967		yes	0
Zee	m	old chimps	18	28/10/2018	1	6	training	l	r	i							et	4054		no	0
Zee	m	old chimps	18	28/10/2018	1	7	training	r	r	c							et	727		yes	0
Zee	m	old chimps	18	28/10/2018	1	8	training	l	r	i							et	2539		yes	0
Zee	m	old chimps	18	28/10/2018	1	9	training	r	r	c							et	520		yes	0
Zee	m	old chimps	18	28/10/2018	1	10	training	l	r	i							et	3274		yes	0
Zee	m	old chimps	18	28/10/2018	1	11	test	r	l	i	ct	2757	cp	24	st	20593				yes	1
Zee	m	old chimps	18	28/10/2018	1	12	training	l	l	c							et	421		yes	0
Zee	m	old chimps	18	28/10/2018	1	13	test	l	l	c	ct	18049	cp	21	st	-575				no	0
Zee	m	old chimps	18	28/10/2018	1	14	training	r	l	i							et	4797		yes	0
Zee	m	old chimps	18	28/10/2018	1	15	training	r	l	i							et	2404		no	0
Zee	m	old chimps	18	28/10/2018	1	16	test	l	l	c	ct	-3117	cp	11	st	-2948				yes	0
Zee	m	old chimps	18	28/10/2018	1	17	training	r	l	i							et	2287		yes	0
Zee	m	old chimps	18	28/10/2018	1	18	training	l	l	c							et	2139		yes	0
Zee	m	old chimps	18	28/10/2018	1	19	training	l	l	c							et	363		no	0
Zee	m	old chimps	18	28/10/2018	1	20	test	r	r	c	ct	1353	cp	23	st	17365				yes	0
Zee	m	old chimps	18	28/10/2018	1	21	training	l	l	c							et	281		yes	0
Zee	m	old chimps	18	28/10/2018	1	22	training	r	l	i									stopped to participate	yes	0
Zee	m	old chimps	18	29/10/2018	2	23	training	l	r	i							et	7801			0
Zee	m	old chimps	18	29/10/2018	2	24	test	r	l	i	ct	15793	cp	19	st	-29647				yes	0
Zee	m	old chimps	18	29/10/2018	2	25	training	r	l	i							et	6873		no	0
Zee	m	old chimps	18	29/10/2018	2	26	training	r	l	i							et	4782		no	0
Zee	m	old chimps	18	29/10/2018	2	27	training	r	r	c							et	308		no	0
Zee	m	old chimps	18	29/10/2018	2	28	training	l	r	i							et	4055		yes	0
Zee	m	old chimps	18	29/10/2018	2	29	test	l	l	c	ct	3459	cp	21	st	3549				no	0
Zee	m	old chimps	18	29/10/2018	2	30	training	l	r	i							et	1537		no	0
Zee	m	old chimps	18	29/10/2018	2	31	test	l	l	c	ct	2708	cp	21	st	2789				no	0
Zee	m	old chimps	18	29/10/2018	2	32	training	l	l	c							et	289		no	0
Zee	m	old chimps	18	29/10/2018	2	33	training	r	r	c							et	241		yes	0
Zee	m	old chimps	18	29/10/2018	2	34	training	r	r	c							et	232		no	0
Zee	m	old chimps	18	29/10/2018	2	35	training	l	l	c							et	1416		yes	0
Zee	m	old chimps	18	29/10/2018	2	36	training	l	l	c							et	330		no	0
Zee	m	old chimps	18	29/10/2018	2	37	training	r	r	c							et	278		yes	0
Zee	m	old chimps	18	29/10/2018	2	38	training	l	l	c							et	341		yes	0
Zee	m	old chimps	18	29/10/2018	2	39	training	r	r	c							et	238		yes	0
Zee	m	old chimps	18	29/10/2018	2	40	test	l	l	c	ct	2757	cp	13	st	2810				yes	0
Zee	m	old chimps	18	29/10/2018	2	41	training	r	r	c							et	270		yes	0
Zee	m	old chimps	18	29/10/2018	2	42	test	r	r	c	ct	4010	cp	22	st	4127				no	0
Zee	m	old chimps	18	29/10/2018	2	43	training	l	l	c							et	175		yes	0
Zee	m	old chimps	18	29/10/2018	2	44	training	l	l	c							et	255		no	0
Zee	m	old chimps	18	29/10/2018	2	45	training	r	r	c							et	164		yes	0
Zee	m	old chimps	18	29/10/2018	2	46	training	r	r	c							et	254		no	0
Zee	m	old chimps	18	29/10/2018	2	47	training	r	r	c							et	259		no	0
Zee	m	old chimps	18	29/10/2018	2	48	test	l	r	i	ct	2607	cp	18	st	2704				yes	0
Zee	m	old chimps	18	29/10/2018	2	49	training	l	l	c							et	708		no	0
Zee	m	old chimps	18	29/10/2018	2	50	training	l	l	c							et	136		no	0
Zee	m	old chimps	18	29/10/2018	2	51	training	r	r	c							et	837		yes	0
Zee	m	old chimps	18	29/10/2018	2	52	test	r	r	c	ct	2106	cp	22	st	2253				no	0
Zee	m	old chimps	18	29/10/2018	2	53	training	l	l	c							et	198		yes	0
Zee	m	old chimps	18	29/10/2018	2	54	training	r	r	c							et	252		yes	0
Zee	m	old chimps	18	29/10/2018	2	55	training	l	l	c							et	392		yes	0
Zee	m	old chimps	18	29/10/2018	2	56	training	l	l	c							et	259		no	0
Zee	m	old chimps	18	29/10/2018	2	57	test	r	r	c	ct	2105	cp	22	st	22280				yes	0
Zee	m	old chimps	18	29/10/2018	2	58	training	r	r	c							et	198		no	0
Zee	m	old chimps	18	29/10/2018	2	59	training	l	l	c							et	220		yes	0
Zee	m	old chimps	18	29/10/2018	2	60	training	r	r	c							et	253		yes	0
Zee	m	old chimps	18	29/10/2018	2	61	test	l	l	c	ct	22712	cp	22	st	24159				yes	0
Zee	m	old chimps	18	29/10/2018	2	62	test	r	r	c	ct	2105	cp	22	st	3849				yes	0
Kisa	m	young chimps	25	24/11/2018	1	1	training	r	r	c							et	6089			0
Kisa	m	young chimps	25	24/11/2018	1	2	training	l	r	i									with apple; did not retrieve the food in 5 min	yes	0
Kisa	m	young chimps	25	25/11/2018	1	3	training	r	r	c							et	13146	with apple	yes	0
Kisa	m	young chimps	25	25/11/2018	1	4	training	r	r	c							et	542		no	0
Kisa	m	young chimps	25	25/11/2018	1	5	training	l	r	i							et	9541		yes	0
Kisa	m	young chimps	25	25/11/2018	1	6	training	l	l	c							et	2159		no	0
Kisa	m	young chimps	25	25/11/2018	1	7	training	r	l	i							et	6162		yes	0
Kisa	m	young chimps	25	25/11/2018	1	8	training	l	l	c							et	748		yes	0
Kisa	m	young chimps	25	25/11/2018	1	9	training	r	l	i										yes	0
Kisa	m	young chimps	25	25/11/2018	1	10	training	l	l	c							et	534		yes	0
Kisa	m	young chimps	25	25/11/2018	1	11	test	r	r	c	ct	10728	cp	19	st	11056				yes	1
Kisa	m	young chimps	25	25/11/2018	1	12	training	l	r	i							et	2551		yes	0
Kisa	m	young chimps	25	25/11/2018	1	13	test	l	r	i	ct	5966	cp	21	st	6234				no	0
Kisa	m	young chimps	25	25/11/2018	1	14	training	r	r	c							et	350		yes	0
Kisa	m	young chimps	25	25/11/2018	1	15	training	r	r	c							et	330		no	0
Kisa	m	young chimps	25	25/11/2018	1	16	test	l	r	i	ct	1404	cp	14	st	1488				yes	0
Kisa	m	young chimps	25	25/11/2018	1	17	training	r	r	c							et	235		yes	0
Kisa	m	young chimps	25	25/11/2018	1	18	training	l	r	i							et	2651		yes	0
Kisa	m	young chimps	25	25/11/2018	1	19	training	l	l	c							et	568		no	0
Kisa	m	young chimps	25	25/11/2018	1	20	test	r	r	c	ct	1804	cp	22	st	1933				yes	0
Kisa	m	young chimps	25	25/11/2018	1	21	training	l	l	c							et	424		yes	0
Kisa	m	young chimps	25	25/11/2018	1	22	training	r	r	c							et	354		yes	0
Kisa	m	young chimps	25	25/11/2018	1	23	training	l	r	i							et	2806		yes	0
Kisa	m	young chimps	25	25/11/2018	1	24	test	r	r	c	ct	1955	cp	22	st	2252				yes	0
Kisa	m	young chimps	25	25/11/2018	1	25	training	r	l	i							et	2196		no	0
Kisa	m	young chimps	25	25/11/2018	1	26	training	r	r	c							et	268		no	0
Kisa	m	young chimps	25	25/11/2018	1	27	training	r	r	c							et	474		no	0
Kisa	m	young chimps	25	25/11/2018	1	28	training	l	r	i							et	4888		yes	0
Kisa	m	young chimps	25	25/11/2018	1	29	test	l	r	i	ct	2105	cp	21	st	2300				no	0
Kisa	m	young chimps	25	25/11/2018	1	30	training	l	l	c							et	1378		no	0
Kisa	m	young chimps	25	27/11/2018	2	31	training	l	l	c							et	697			0
Kisa	m	young chimps	25	27/11/2018	2	32	training	r	l	i							et	3896		yes	0
Kisa	m	young chimps	25	27/11/2018	2	33	training	r	r	c							et	189		no	0
Kisa	m	young chimps	25	27/11/2018	2	34	training	l	r	i							et	2644		yes	0
Kisa	m	young chimps	25	27/11/2018	2	35	training	l	l	c							et	1489		no	0
Kisa	m	young chimps	25	27/11/2018	2	36	training	r	r	c							et	3614		yes	0
Kisa	m	young chimps	25	27/11/2018	2	37	training	l	r	i							et	2903		yes	0
Kisa	m	young chimps	25	27/11/2018	2	38	training	r	r	c							et	422		yes	0
Kisa	m	young chimps	25	27/11/2018	2	39	training	l	r	i							et	3522		yes	0
Kisa	m	young chimps	25	27/11/2018	2	40	training	l	r	i							et	3142		no	0
Kisa	m	young chimps	25	27/11/2018	2	41	training	l	l	c							et	1556		no	0
Kisa	m	young chimps	25	27/11/2018	2	42	training	r	r	c							et	322		yes	0
Kisa	m	young chimps	25	27/11/2018	2	43	training	r	r	c							et	712		no	0
Kisa	m	young chimps	25	27/11/2018	2	44	training	r	r	c							et	396		no	0
Kisa	m	young chimps	25	27/11/2018	2	45	test	r	r	c	ct	2506	cp	22	st	2773				no	0
Kisa	m	young chimps	25	27/11/2018	2	46	training	l	l	c							et	3100		yes	0
Kisa	m	young chimps	25	27/11/2018	2	47	training	l	l	c							et	1312		no	0
Kisa	m	young chimps	25	27/11/2018	2	48	training	r	l	i							et	2122		yes	0
Kisa	m	young chimps	25	27/11/2018	2	49	training	r	r	c							et	472		no	0
Kisa	m	young chimps	25	27/11/2018	2	50	training	r	r	c							et	1053		no	0
Kisa	m	young chimps	25	27/11/2018	2	51	test	l	r	i	ct	3709	cp	23	st	3961				yes	0
Kisa	m	young chimps	25	27/11/2018	2	52	training	l	l	c							et	303		no	0
Kisa	m	young chimps	25	27/11/2018	2	53	training	l	r	i							et	3552		no	0
Kisa	m	young chimps	25	27/11/2018	2	54	training	r	r	c							et	342		yes	0
Kisa	m	young chimps	25	27/11/2018	2	55	test	r	r	c	ct	4512	cp	22	st	4656				no	0
Kisa	m	young chimps	25	27/11/2018	2	56	training	l	l	c							et	534		yes	0
Kisa	m	young chimps	25	27/11/2018	2	57	training	r	l	i							et	4920		yes	0
Kisa	m	young chimps	25	27/11/2018	2	58	training	l	r	i							et	1530		yes	0
Kisa	m	young chimps	25	27/11/2018	2	59	training	l	l	c							et	350		no	0
Kisa	m	young chimps	25	27/11/2018	2	60	test	r	l	i	ct	2507	cp	23	st	2596				yes	0
Kisa	m	young chimps	25	27/11/2018	2	61	training	r	r	c							et	3950		no	0
Kisa	m	young chimps	25	27/11/2018	2	62	training	l	l	c							et	231		yes	0
Kisa	m	young chimps	25	27/11/2018	2	63	training	r	l	i							et	3377		yes	0
Kisa	m	young chimps	25	27/11/2018	2	64	test	l	l	c	ct	1604	cp	22	st	1789				yes	0
Kisa	m	young chimps	25	27/11/2018	2	65	test	l	l	c	ct	2206	cp	21	st	3177				no	0
Akela	f	young chimps	30	24/11/2018	1	1	training	r	l	i							et	16277			0
Akela	f	young chimps	30	24/11/2018	1	2	training	l	r	i							et	30514		yes	0
Akela	f	young chimps	30	24/11/2018	1	3	training	r	l	i							et	12395		yes	0
Akela	f	young chimps	30	24/11/2018	1	4	training	r	r	c							et	499		no	0
Akela	f	young chimps	30	24/11/2018	1	5	training	l	l	c							et	1615		yes	0
Akela	f	young chimps	30	24/11/2018	1	6	training	l	l	c							et	1389		no	0
Akela	f	young chimps	30	24/11/2018	1	7	training	r	l	i							et	7078		yes	0
Akela	f	young chimps	30	24/11/2018	1	8	training	l	l	c							et	627		yes	0
Akela	f	young chimps	30	24/11/2018	1	9	training	r	r	c							et	9731		yes	0
Akela	f	young chimps	30	24/11/2018	1	10	training	l	l	c							et	844		yes	0
Akela	f	young chimps	30	24/11/2018	1	11	training	r	l	i							et	2820		yes	0
Akela	f	young chimps	30	24/11/2018	1	12	training	r	l	i							et	1397		no	0
Akela	f	young chimps	30	24/11/2018	1	13	training	l	l	c							et	581		yes	0
Akela	f	young chimps	30	24/11/2018	1	14	training	l	l	c							et	1236		no	0
Akela	f	young chimps	30	24/11/2018	1	15	test	l	l	c	ct	4462	cp	21	st	4774				no	1
Akela	f	young chimps	30	24/11/2018	1	16	training	r	l	i							et	2995		yes	0
Akela	f	young chimps	30	24/11/2018	1	17	training	r	l	i							et	1618		no	0
Akela	f	young chimps	30	24/11/2018	1	18	test	l	l	c	ct	1454	cp	21	st	1728				yes	0
Akela	f	young chimps	30	24/11/2018	1	19	training	r	r	c							et	467		yes	0
Akela	f	young chimps	30	24/11/2018	1	20	training	l	l	c							et	686		yes	0
Akela	f	young chimps	30	24/11/2018	1	21	training	l	l	c							et	480		no	0
Akela	f	young chimps	30	24/11/2018	1	22	training	r	l	i							et	2637		yes	0
Akela	f	young chimps	30	24/11/2018	1	23	test	r	l	i	ct	13035	cp	22	st	14012				no	0
Akela	f	young chimps	30	24/11/2018	1	24	training	l	l	c							et	703		yes	0
Akela	f	young chimps	30	24/11/2018	1	25	training	r	l	i							et	1672		yes	0
Akela	f	young chimps	30	24/11/2018	1	26	training	l	l	c							et	565		yes	0
Akela	f	young chimps	30	24/11/2018	1	27	test	r	r	c	ct	2707	cp	17	st	2841				yes	0
Akela	f	young chimps	30	24/11/2018	1	28	training	r	l	i							et	1778		no	0
Akela	f	young chimps	30	24/11/2018	1	29	training	r	r	c							et	775		no	0
Akela	f	young chimps	30	24/11/2018	1	30	training	r	r	c							et	630		no	0
Akela	f	young chimps	30	24/11/2018	1	31	training	l	l	c							et	2226		yes	0
Akela	f	young chimps	30	24/11/2018	1	32	test	l	l	c	ct	1254	cp	21	st	1505				no	0
Akela	f	young chimps	30	24/11/2018	1	33	training	l	l	c							et	457		no	0
Akela	f	young chimps	30	24/11/2018	1	34	test	r	l	i	ct	1303	cp	12	st	1411				yes	0
Akela	f	young chimps	30	25/11/2018	2	35	training	l	l	c							et	1700			0
Akela	f	young chimps	30	25/11/2018	2	36	training	r	l	i							et	2755		yes	0
Akela	f	young chimps	30	25/11/2018	2	37	training	r	r	c							et	490		no	0
Akela	f	young chimps	30	25/11/2018	2	38	training	l	l	c							et	674		yes	0
Akela	f	young chimps	30	25/11/2018	2	39	training	l	l	c							et	721		no	0
Akela	f	young chimps	30	25/11/2018	2	40	training	r	l	i							et	1499		yes	0
Akela	f	young chimps	30	25/11/2018	2	41	training	l	l	c							et	511		yes	0
Akela	f	young chimps	30	25/11/2018	2	42	training	r	l	i							et	1629		yes	0
Akela	f	young chimps	30	25/11/2018	2	43	test	l	l	c	ct	1354	cp	21	st	1587				yes	0
Akela	f	young chimps	30	25/11/2018	2	44	training	r	l	i							et	1618		yes	0
Akela	f	young chimps	30	25/11/2018	2	45	test	r	l	i	ct	1454	cp	21	st	1950				no	0
Akela	f	young chimps	30	25/11/2018	2	46	training	l	l	c							et	369		yes	0
Akela	f	young chimps	30	25/11/2018	2	47	training	l	l	c							et	506		no	0
Akela	f	young chimps	30	25/11/2018	2	48	training	r	l	i							et	1562		yes	0
Akela	f	young chimps	30	25/11/2018	2	49	training	r	l	i							et	1480		no	0
Akela	f	young chimps	30	25/11/2018	2	50	training	r	r	c							et	475		no	0
Akela	f	young chimps	30	25/11/2018	2	51	test	l	l	c	ct	1253	cp	10	st	1380				yes	0
Akela	f	young chimps	30	25/11/2018	2	52	training	l	l	c							et	810		no	0
Akela	f	young chimps	30	25/11/2018	2	53	training	l	l	c							et	584		no	0
Akela	f	young chimps	30	25/11/2018	2	54	training	r	r	c							et	397		yes	0
Akela	f	young chimps	30	25/11/2018	2	55	test	r	r	c	ct	1153	cp	22	st	1714				no	0
Akela	f	young chimps	30	25/11/2018	2	56	training	l	l	c							et	585		yes	0
Akela	f	young chimps	30	25/11/2018	2	57	training	r	l	i							et	1528		yes	0
Akela	f	young chimps	30	25/11/2018	2	58	training	l	l	c							et	520		yes	0
Akela	f	young chimps	30	25/11/2018	2	59	training	l	l	c							et	523		no	0
Akela	f	young chimps	30	25/11/2018	2	60	test	r	l	i	ct	1755	cp	22	st	3704				yes	0
Akela	f	young chimps	30	25/11/2018	2	61	training	r	l	i							et	1180		no	0
Akela	f	young chimps	30	25/11/2018	2	62	training	l	l	c							et	624		yes	0
Akela	f	young chimps	30	25/11/2018	2	63	training	r	l	i							et	1365		yes	0
Akela	f	young chimps	30	25/11/2018	2	64	test	l	l	c	ct	1655	cp	21	st	1869				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	1	training	r	r	c							et	9467			0
Dufatanya	f	young chimps	27	24/11/2018	1	2	training	l	r	i							et	24995		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	3	training	r	r	c							et	323		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	4	training	r	r	c							et	220		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	5	training	l	r	i							et	1451		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	6	training	l	r	i							et	1332		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	7	training	r	l	i							et	3401		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	8	training	l	r	i							et	10970		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	9	training	r	l	i							et	1264		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	10	training	l	r	i							et	1261		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	11	test	r	r	c	ct	22160	cp	24	st	22264				yes	1
Dufatanya	f	young chimps	27	24/11/2018	1	12	training	l	r	i							et	1410		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	13	test	l	l	c	ct	902	cp	22	st	996				no	0
Dufatanya	f	young chimps	27	24/11/2018	1	14	training	r	r	c							et	151		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	15	training	r	l	i							et	770		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	16	test	l	r	i	ct	200	cp	17	st	2390				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	17	training	r	l	i							et	1661		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	18	training	l	r	i							et	1278		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	19	training	l	r	i							et	915		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	20	test	r	l	i	ct	401	cp	25	st	1764				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	21	training	l	r	i							et	923		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	22	training	r	r	c							et	1792		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	23	training	l	r	i							et	1012		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	24	test	r	l	i	ct	602	cp	25	st	4091				yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	25	training	r	l	i							et	783		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	26	training	r	r	c							et	144		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	27	training	r	l	i							et	839		no	0
Dufatanya	f	young chimps	27	24/11/2018	1	28	training	l	r	i							et	3289		yes	0
Dufatanya	f	young chimps	27	24/11/2018	1	29	test	l	l	c	ct	601	cp	21	st	650				no	0
Dufatanya	f	young chimps	27	24/11/2018	1	30	training	l	r	i							et	962		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	31	training	l	l	c							et	549			0
Dufatanya	f	young chimps	27	25/11/2018	2	32	training	r	l	i							et	1437		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	33	training	r	r	c							et	283		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	34	training	l	l	c							et	2102		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	35	training	l	r	i							et	1348		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	36	training	r	l	i							et	1178		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	37	training	l	r	i							et	1552		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	38	training	r	r	c							et	321		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	39	test	l	r	i	ct	452	cp	7	st	531				yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	40	training	r	r	c							et	429		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	41	test	r	r	c	ct	1153	cp	22	st	1333				no	0
Dufatanya	f	young chimps	27	25/11/2018	2	42	training	l	l	c							et	305		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	43	training	l	r	i							et	1033		no	0
Dufatanya	f	young chimps	27	25/11/2018	2	44	training	r	l	i							et	865		yes	0
Dufatanya	f	young chimps	27	25/11/2018	2	45	training	r	r	c							et	245		no	0
