Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number
Uruhara	m	young chimps	29	24/10/2018	2	55	training	l	l	c							et	1144		no	0
Uruhara	m	young chimps	29	24/10/2018	2	56	test	r	l	i	ct	2959	cp	22	st	3523				yes	0
Uruhara	m	young chimps	29	24/10/2018	2	57	training	r	l	i							et	3484		no	0
Uruhara	m	young chimps	29	24/10/2018	2	58	training	l	l	c							et	884		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	59	training	r	r	c							et	632		yes	0
Uruhara	m	young chimps	29	24/10/2018	2	60	test	l	r	i	ct	2959	cp	21	st	3191				yes	0
Julia	f	old chimps	18	28/10/2018	1	1	training	r	l	i							et	28530			0
Julia	f	old chimps	18	28/10/2018	1	2	training	r	r	c							et	549		no	0
Julia	f	old chimps	18	28/10/2018	1	3	training	l	r	i							et	-15188		yes	0
Julia	f	old chimps	18	28/10/2018	1	4	training	r	r	c							et	679		yes	0
Julia	f	old chimps	18	28/10/2018	1	5	training	l	r	i							et	4339		yes	0
Julia	f	old chimps	18	28/10/2018	1	6	training	l	l	c							et	480		no	0
Julia	f	old chimps	18	28/10/2018	1	7	training	r	l	i							et	11160		yes	0
Julia	f	old chimps	18	28/10/2018	1	8	training	l	r	i							et	14970		yes	0
Julia	f	old chimps	18	28/10/2018	1	9	training	r	l	i							et	7437		yes	0
Julia	f	old chimps	18	28/10/2018	1	10	training	l	l	c							et	1014		yes	0
Julia	f	old chimps	18	28/10/2018	1	11	test	r	l	i	ct	16193	cp	4	st	-30020				yes	0
Julia	f	old chimps	18	28/10/2018	1	12	training	l	l	c							et	199	"Julia did not approach the apparatus any more, scared of the light"	yes	0
Julia	f	old chimps	18	28/10/2018	1	13	test	l	l	c										no	0
Julia	f	old chimps	18	29/10/2018	2	14	training	r	r	c							et	1059			0
Julia	f	old chimps	18	29/10/2018	2	15	training	r	r	c							et	428		no	0
Julia	f	old chimps	18	29/10/2018	2	16	test	l	r	i									"Julia did not approach the apparatus any more, scared of the light, excluded"	yes	0
Cheetah	f	old chimps	31	28/10/2018	1	1	training	r	r	c							et	5255			0
Cheetah	f	old chimps	31	28/10/2018	1	2	training	l	l	c							et	388		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	3	training	r	l	i							et	4703		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	4	training	r	r	c							et	455		no	0
Cheetah	f	old chimps	31	28/10/2018	1	5	training	l	r	i							et	3844		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	6	training	l	l	c							et	504		no	0
Cheetah	f	old chimps	31	28/10/2018	1	7	training	r	l	i							et	3884		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	8	training	l	r	i							et	2045		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	9	training	r	r	c							et	509		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	10	training	l	r	i							et	2111		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	11	test	r	l	i	ct	4210	cp	24	st	7217				yes	1
Cheetah	f	old chimps	31	28/10/2018	1	12	training	l	r	i							et	2215		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	13	test	l	l	c	ct	6868	cp	15	st	7008				no	0
Cheetah	f	old chimps	31	28/10/2018	1	14	training	r	r	c							et	313		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	15	training	r	r	c							et	370		no	0
Cheetah	f	old chimps	31	28/10/2018	1	16	test	l	l	c	ct	4612	cp	15	st	4746				yes	0
Cheetah	f	old chimps	31	28/10/2018	1	17	training	r	r	c							et	283		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	18	training	l	r	i							et	3735		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	19	training	l	r	i							et	1852		no	0
Cheetah	f	old chimps	31	28/10/2018	1	20	test	r	r	c	ct	3009	cp	22	st	3108				yes	0
Cheetah	f	old chimps	31	28/10/2018	1	21	training	l	r	i							et	1038		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	22	training	r	l	i									no end time measured	yes	0
Cheetah	f	old chimps	31	28/10/2018	1	23	training	l	l	c							et	152		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	24	test	r	r	c	ct	601	cp	25	st	2795				yes	0
Cheetah	f	old chimps	31	28/10/2018	1	25	training	r	l	i							et	6975		no	0
Cheetah	f	old chimps	31	28/10/2018	1	26	training	r	r	c							et	263		no	0
Cheetah	f	old chimps	31	28/10/2018	1	27	training	r	l	i							et	1761		no	0
Cheetah	f	old chimps	31	28/10/2018	1	28	training	l	r	i							et	1945		yes	0
Cheetah	f	old chimps	31	28/10/2018	1	29	test	l	l	c	ct	3459	cp	21	st	3497				no	0
Cheetah	f	old chimps	31	28/10/2018	1	30	training	l	l	c							et	196		no	0
Cheetah	f	old chimps	31	29/10/2018	2	31	training	l	r	i							et	2063			0
Cheetah	f	old chimps	31	29/10/2018	2	32	training	r	l	i							et	2793		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	33	training	r	r	c							et	241		no	0
Cheetah	f	old chimps	31	29/10/2018	2	34	training	l	r	i							et	2405		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	35	training	l	l	c							et	216		no	0
Cheetah	f	old chimps	31	29/10/2018	2	36	training	r	l	i							et	2700		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	37	training	l	l	c							et	204		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	38	training	r	l	i							et	1830		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	39	training	r	r	c							et	811		no	0
Cheetah	f	old chimps	31	29/10/2018	2	40	test	r	r	c	ct	1704	cp	22	st	1795				no	0
Cheetah	f	old chimps	31	29/10/2018	2	41	training	l	l	c							et	139		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	42	training	l	l	c							et	808		no	0
Cheetah	f	old chimps	31	29/10/2018	2	43	training	r	l	i							et	2295		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	44	training	r	r	c							et	276		no	0
Cheetah	f	old chimps	31	29/10/2018	2	45	training	r	r	c							et	267		no	0
Cheetah	f	old chimps	31	29/10/2018	2	46	test	l	r	i	ct	3259	cp	21	st	3368				yes	0
Cheetah	f	old chimps	31	29/10/2018	2	47	training	l	r	i							et	1520		no	0
Cheetah	f	old chimps	31	29/10/2018	2	48	training	l	l	c							et	184		no	0
Cheetah	f	old chimps	31	29/10/2018	2	49	training	r	l	i							et	2595		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	50	test	r	r	c	ct	2106	cp	22	st	2209				no	0
Cheetah	f	old chimps	31	29/10/2018	2	51	training	l	l	c							et	168		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	52	training	r	l	i							et	5535		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	53	training	l	r	i							et	7594		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	54	training	l	l	c							et	605		no	0
Cheetah	f	old chimps	31	29/10/2018	2	55	test	r	l	i	ct	201	cp	22	st	1627				yes	0
Cheetah	f	old chimps	31	29/10/2018	2	56	training	r	l	i							et	1633		no	0
Cheetah	f	old chimps	31	29/10/2018	2	57	training	l	l	c							et	246		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	58	training	r	l	i							et	2961		yes	0
Cheetah	f	old chimps	31	29/10/2018	2	59	test	l	l	c	ct	1754	cp	21	st	1841				yes	0
Cheetah	f	old chimps	31	29/10/2018	2	60	test	l	l	c	ct	1203	cp	21	st	1309			"trial 39 repeated because the slider got stuck, cheetah was too fast."	no	0
Mwanzo	f	old chimps	22	28/10/2018	1	1	training	r	r	c							et	733			0
Mwanzo	f	old chimps	22	28/10/2018	1	2	training	l	r	i							et	3244		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	3	training	r	l	i							et	6737		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	4	training	r	r	c							et	725		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	5	training	l	r	i							et	4663		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	6	training	l	l	c							et	226		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	7	training	r	l	i							et	5177		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	8	training	l	l	c							et	770		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	9	training	r	l	i							et	3846		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	10	training	l	l	c							et	746		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	11	test	r	l	i	ct	5064	cp	22	st	5242				yes	1
Mwanzo	f	old chimps	22	28/10/2018	1	12	training	l	l	c							et	204		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	13	test	l	l	c	ct	2807	cp	21	st	2926				no	0
Mwanzo	f	old chimps	22	28/10/2018	1	14	training	r	r	c							et	156		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	15	training	r	r	c							et	1065		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	16	test	l	r	i	ct	1554	cp	12	st	1595				yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	17	training	r	r	c							et	613		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	18	training	l	r	i							et	4881		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	19	training	l	l	c							et	336		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	20	test	r	r	c	ct	251	cp	23	st	2085				yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	21	training	l	l	c							et	925		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	22	training	r	l	i							et	3287		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	23	training	l	l	c							et	312		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	24	test	r	r	c	ct	2105	cp	22	st	2213				yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	25	training	r	l	i							et	3283		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	26	training	r	l	i							et	2255		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	27	training	r	r	c							et	272		no	0
Mwanzo	f	old chimps	22	28/10/2018	1	28	training	l	l	c							et	347		yes	0
Mwanzo	f	old chimps	22	28/10/2018	1	29	test	l	l	c	ct	2105	cp	21	st	2194				no	0
Mwanzo	f	old chimps	22	28/10/2018	1	30	training	l	l	c							et	1149		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	31	training	l	r	i							et	3832			0
Mwanzo	f	old chimps	22	29/10/2018	2	32	training	r	l	i							et	3335		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	33	training	r	r	c							et	919		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	34	training	l	r	i							et	2201		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	35	training	l	l	c							et	831		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	36	training	r	r	c							et	1936		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	37	training	l	l	c							et	1753		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	38	training	r	l	i							et	2948		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	39	test	l	l	c	ct	2507	cp	21	st	2703				yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	40	training	r	l	i							et	1871		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	41	test	r	l	i	ct	4411	cp	24	st	4725				no	0
Mwanzo	f	old chimps	22	29/10/2018	2	42	training	l	r	i							et	2337		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	43	training	l	l	c							et	931		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	44	training	r	l	i							et	4000		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	45	training	r	r	c							et	252		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	46	training	r	r	c							et	768		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	47	test	l	r	i	ct	1854	cp	21	st	1941				yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	48	training	l	r	i							et	4856		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	49	training	l	r	i							et	2224		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	50	training	r	r	c							et	191		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	51	test	r	r	c	ct	1654	cp	22	st	3050				no	0
Mwanzo	f	old chimps	22	29/10/2018	2	52	training	l	l	c							et	1902		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	53	training	r	l	i							et	1905		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	54	training	l	r	i							et	8545		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	55	training	l	l	c							et	1523		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	56	test	r	r	c	ct	1103	cp	22	st	1320				yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	57	training	r	r	c							et	216		no	0
Mwanzo	f	old chimps	22	29/10/2018	2	58	training	l	l	c							et	195		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	59	training	r	r	c							et	186		yes	0
Mwanzo	f	old chimps	22	29/10/2018	2	60	test	l	r	i	ct	4511	cp	23	st	4653				yes	0
Alikaka	m	old chimps	16	28/10/2018	1	1	training	r	l	i							et	8625			0
Alikaka	m	old chimps	16	28/10/2018	1	2	training	l	l	c							et	431		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	3	training	r	r	c							et	503		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	4	training	r	r	c							et	1975		no	0
Alikaka	m	old chimps	16	28/10/2018	1	5	training	l	r	i							et	4264		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	6	training	l	l	c										no	0
Alikaka	m	old chimps	16	28/10/2018	1	7	training	r	l	i							et	2556		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	8	training	l	r	i										yes	0
Alikaka	m	old chimps	16	28/10/2018	1	9	training	r	r	c							et	677		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	10	training	l	r	i							et	4454		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	11	test	r	l	i	ct	4061	cp	12	st	13108				yes	1
Alikaka	m	old chimps	16	28/10/2018	1	12	training	l	l	c							et	1793		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	13	test	l	r	i	ct	-7679	cp	21	st	-7290				no	0
Alikaka	m	old chimps	16	28/10/2018	1	14	training	r	l	i							et	3211		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	15	training	r	l	i							et	2119		no	0
Alikaka	m	old chimps	16	28/10/2018	1	16	test	l	r	i	ct	6016	cp	21	st	11703				yes	0
Alikaka	m	old chimps	16	28/10/2018	1	17	training	r	r	c							et	546		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	18	training	l	l	c							et	628		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	19	training	l	l	c							et	905		no	0
Alikaka	m	old chimps	16	28/10/2018	1	20	test	r	r	c	ct	4060	cp	22	st	4643				yes	0
Alikaka	m	old chimps	16	28/10/2018	1	21	training	l	l	c							et	790		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	22	training	r	r	c							et	9289		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	23	training	l	r	i							et	2504		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	24	test	r	l	i	ct	2556	cp	13	st	3123				yes	0
Alikaka	m	old chimps	16	28/10/2018	1	25	training	r	l	i							et	4121		no	0
Alikaka	m	old chimps	16	28/10/2018	1	26	training	r	l	i							et	3876		no	0
Alikaka	m	old chimps	16	28/10/2018	1	27	training	r	r	c							et	720		no	0
Alikaka	m	old chimps	16	28/10/2018	1	28	training	l	l	c							et	805		yes	0
Alikaka	m	old chimps	16	28/10/2018	1	29	test	l	l	c	ct	1856	cp	21	st	2378				no	0
Alikaka	m	old chimps	16	28/10/2018	1	30	training	l	r	i							et	2378		no	0
Alikaka	m	old chimps	16	29/10/2018	2	31	training	l	r	i							et	13266			0
Alikaka	m	old chimps	16	29/10/2018	2	32	training	r	r	c							et	576		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	33	training	r	r	c							et	575		no	0
Alikaka	m	old chimps	16	29/10/2018	2	34	training	l	r	i							et	2411		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	35	training	l	l	c							et	2313		no	0
Alikaka	m	old chimps	16	29/10/2018	2	36	training	r	l	i							et	2500		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	37	training	l	l	c							et	1151		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	38	training	r	r	c							et	450		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	39	test	l	l	c	ct	3910	cp	21	st	4220				yes	0
Alikaka	m	old chimps	16	29/10/2018	2	40	training	r	r	c							et	422		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	41	test	r	r	c	ct	2005	cp	22	st	2290				no	0
Alikaka	m	old chimps	16	29/10/2018	2	42	training	l	r	i							et	16837		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	43	training	l	l	c							et	423		no	0
Alikaka	m	old chimps	16	29/10/2018	2	44	training	r	l	i							et	2056		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	45	training	r	r	c							et	2181		no	0
Alikaka	m	old chimps	16	29/10/2018	2	46	training	r	r	c							et	411		no	0
Alikaka	m	old chimps	16	29/10/2018	2	47	test	l	l	c	ct	1604	cp	21	st	1970				yes	0
Alikaka	m	old chimps	16	29/10/2018	2	48	training	l	l	c							et	507		no	0
Alikaka	m	old chimps	16	29/10/2018	2	49	training	l	l	c							et	482		no	0
Alikaka	m	old chimps	16	29/10/2018	2	50	training	r	l	i							et	2011		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	51	test	r	r	c	ct	2607	cp	22	st	2894				no	0
Alikaka	m	old chimps	16	29/10/2018	2	52	training	l	l	c							et	1187		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	53	training	r	l	i							et	3100		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	54	training	l	l	c							et	367		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	55	training	l	l	c							et	432		no	0
Alikaka	m	old chimps	16	29/10/2018	2	56	test	r	r	c	ct	1353	cp	22	st	8034				yes	0
Alikaka	m	old chimps	16	29/10/2018	2	57	training	r	r	c							et	367		no	0
Alikaka	m	old chimps	16	29/10/2018	2	58	training	l	l	c							et	502		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	59	training	r	l	i							et	2053		yes	0
Alikaka	m	old chimps	16	29/10/2018	2	60	test	l	l	c	ct	1704	cp	21	st	2012				yes	0
Edvard	m	old chimps	18	28/10/2018	1	1	training	r	r	c							et	16031			0
Edvard	m	old chimps	18	28/10/2018	1	2	training	l	r	i							et	9628		yes	0
Edvard	m	old chimps	18	28/10/2018	1	3	training	r	r	c							et	1975		yes	0
Edvard	m	old chimps	18	28/10/2018	1	4	training	r	r	c							et	1193		no	0
Edvard	m	old chimps	18	28/10/2018	1	5	training	l	r	i							et	2962		yes	0
Edvard	m	old chimps	18	28/10/2018	1	6	training	l	r	i							et	1932		no	0
Edvard	m	old chimps	18	28/10/2018	1	7	training	r	r	c							et	442		yes	0
Edvard	m	old chimps	18	28/10/2018	1	8	training	l	r	i							et	4780		yes	0
Edvard	m	old chimps	18	28/10/2018	1	9	training	r	r	c							et	4959		yes	0
Edvard	m	old chimps	18	28/10/2018	1	10	training	l	r	i							et	3197		yes	0
Edvard	m	old chimps	18	28/10/2018	1	11	test	r	r	c	ct	4411	cp	22	st	4598				yes	1
Edvard	m	old chimps	18	28/10/2018	1	12	training	l	r	i							et	3161		yes	0
Edvard	m	old chimps	18	28/10/2018	1	13	test	l	r	i	ct	4662	cp	21	st	4974				no	0
Edvard	m	old chimps	18	28/10/2018	1	14	training	r	l	i							et	1601		yes	0
Edvard	m	old chimps	18	28/10/2018	1	15	training	r	l	i							et	2831		no	0
Edvard	m	old chimps	18	28/10/2018	1	16	test	l	r	i	ct	1755	cp	21	st	2028				yes	0
Edvard	m	old chimps	18	28/10/2018	1	17	training	r	r	c							et	410		yes	0
Edvard	m	old chimps	18	28/10/2018	1	18	training	l	r	i							et	1301		yes	0
Edvard	m	old chimps	18	28/10/2018	1	19	training	l	l	c							et	343		no	0
Edvard	m	old chimps	18	28/10/2018	1	20	test	r	l	i	ct	2757	cp	17	st	2942				yes	0
Edvard	m	old chimps	18	28/10/2018	1	21	training	l	r	i							et	1566		yes	0
Edvard	m	old chimps	18	28/10/2018	1	22	training	r	r	c							et	667		yes	0
Edvard	m	old chimps	18	28/10/2018	1	23	training	l	r	i							et	-12938		yes	0
Edvard	m	old chimps	18	28/10/2018	1	24	test	r	r	c	ct	2206	cp	22	st	2390				yes	0
Edvard	m	old chimps	18	28/10/2018	1	25	training	r	l	i							et	2287		no	0
Edvard	m	old chimps	18	28/10/2018	1	26	training	r	r	c							et	767		no	0
Edvard	m	old chimps	18	28/10/2018	1	27	training	r	r	c							et	359		no	0
Edvard	m	old chimps	18	28/10/2018	1	28	training	l	r	i							et	2608		yes	0
Edvard	m	old chimps	18	28/10/2018	1	29	test	l	r	i	ct	2557	cp	21	st	2773				no	0
Edvard	m	old chimps	18	28/10/2018	1	30	training	l	l	c							et	270		no	0
Edvard	m	old chimps	18	29/10/2018	2	31	training	l	r	i							et	22171			0
Edvard	m	old chimps	18	29/10/2018	2	32	training	r	r	c							et	353		yes	0
Edvard	m	old chimps	18	29/10/2018	2	33	training	r	r	c							et	290		no	0
Edvard	m	old chimps	18	29/10/2018	2	34	training	l	r	i							et	3117		yes	0
Edvard	m	old chimps	18	29/10/2018	2	35	training	l	r	i							et	1921		no	0
Edvard	m	old chimps	18	29/10/2018	2	36	training	r	l	i							et	1747		yes	0
Edvard	m	old chimps	18	29/10/2018	2	37	training	r	r	c							et	305		no	0
Edvard	m	old chimps	18	29/10/2018	2	38	training	l	l	c							et	375		yes	0
Edvard	m	old chimps	18	29/10/2018	2	39	test	l	r	i	ct	1303	cp	23	st	1642				no	0
Edvard	m	old chimps	18	29/10/2018	2	40	training	r	r	c							et	380		yes	0
Edvard	m	old chimps	18	29/10/2018	2	41	test	r	r	c	ct	1303	cp	22	st	1512				no	0
Edvard	m	old chimps	18	29/10/2018	2	42	training	l	r	i							et	1008		yes	0
Edvard	m	old chimps	18	29/10/2018	2	43	training	l	r	i							et	973		no	0
Edvard	m	old chimps	18	29/10/2018	2	44	training	r	l	i							et	5624		yes	0
Edvard	m	old chimps	18	29/10/2018	2	45	training	r	l	i							et	1783		no	0
Edvard	m	old chimps	18	29/10/2018	2	46	training	r	r	c							et	230		no	0
Edvard	m	old chimps	18	29/10/2018	2	47	test	l	l	c	ct	852	cp	21	st	1075				yes	0
Edvard	m	old chimps	18	29/10/2018	2	48	training	l	r	i							et	1713		no	0
Edvard	m	old chimps	18	29/10/2018	2	49	training	l	l	c							et	267		no	0
Edvard	m	old chimps	18	29/10/2018	2	50	training	r	l	i							et	1180		yes	0
Edvard	m	old chimps	18	29/10/2018	2	51	test	r	r	c	ct	1404	cp	24	st	1651				no	0
Edvard	m	old chimps	18	29/10/2018	2	52	training	l	r	i							et	910		yes	0
Edvard	m	old chimps	18	29/10/2018	2	53	training	r	l	i							et	1319		yes	0
Edvard	m	old chimps	18	29/10/2018	2	54	training	l	r	i							et	953		yes	0
Edvard	m	old chimps	18	29/10/2018	2	55	training	l	r	i							et	1196		no	0
Edvard	m	old chimps	18	29/10/2018	2	56	test	r	r	c	ct	651	cp	22	st	1636				yes	0
Edvard	m	old chimps	18	29/10/2018	2	57	training	r	r	c							et	354		no	0
Edvard	m	old chimps	18	29/10/2018	2	58	training	l	l	c							et	1756		yes	0
Edvard	m	old chimps	18	29/10/2018	2	59	training	r	r	c							et	425		yes	0
Edvard	m	old chimps	18	29/10/2018	2	60	test	l	r	i	ct	802	cp	23	st	2140				yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	1	training	r	l	i							et	-4215			0
Amahirwe	m	old chimps	20	28/10/2018	1	2	training	l	l	c							et	6236		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	3	training	r	l	i							et	12316		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	4	training	r	l	i							et	4969		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	5	training	l	l	c							et	3528		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	6	training	l	l	c							et	690		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	7	training	r	l	i							et	6109		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	8	training	l	l	c							et	1446		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	9	training	r	l	i							et	5283		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	10	training	l	l	c							et	568		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	11	test	r	l	i	ct	18249	cp	15	st	19170				yes	1
Amahirwe	m	old chimps	20	28/10/2018	1	12	training	l	l	c							et	1193		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	13	test	l	l	c	ct	9375	cp	21	st	9925				no	0
Amahirwe	m	old chimps	20	28/10/2018	1	14	training	r	l	i							et	6116		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	15	training	r	l	i							et	2818		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	16	test	l	r	i	ct	15091	cp	21	st	15485				yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	17	training	r	l	i							et	2227		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	18	training	l	l	c							et	6650		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	19	training	l	l	c							et	535		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	20	test	r	l	i	ct	6215	cp	22	st	6632				yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	21	training	l	l	c							et	605		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	22	training	r	l	i							et	3625		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	23	training	l	l	c							et	500		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	24	test	r	l	i	ct	2656	cp	22	st	2856				yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	25	training	r	l	i							et	2448		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	26	training	r	l	i							et	1727		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	27	training	r	l	i							et	1908		no	0
Amahirwe	m	old chimps	20	28/10/2018	1	28	training	l	l	c							et	3472		yes	0
Amahirwe	m	old chimps	20	28/10/2018	1	29	test	l	l	c	ct	1253	cp	21	st	1567				no	0
Amahirwe	m	old chimps	20	28/10/2018	1	30	training	l	l	c							et	1294		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	31	training	l	r	i							et	6205			0
Amahirwe	m	old chimps	20	29/10/2018	2	32	training	r	l	i							et	2504		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	33	training	r	r	c							et	539		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	34	training	l	r	i							et	2258		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	35	training	l	l	c							et	542		no	0
Amahirwe	m	old chimps	20	29/10/2018	2	36	training	r	l	i							et	4149		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	37	training	l	r	i							et	2534		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	38	training	r	r	c							et	1721		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	39	test	l	r	i	ct	2507	cp	21	st	2803				yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	40	training	r	r	c							et	420		yes	0
Amahirwe	m	old chimps	20	29/10/2018	2	41	test	r	r	c	ct	1755	cp	22	st	2154				no	0
Amahirwe	m	old chimps	20	29/10/2018	2	42	training	l	l	c							et	798		yes	0
