Subject	Sex	Group	Age	Date	Day	Session	Condition	trial_number	Side	baited_distractor	chose_side	correct	Comment	side_changes	material_changes	chosen_distractor	SessionED
Amizero	f	young chimps	29	17/10/2018	8	2	SD	1	r		r	1					
Amizero	f	young chimps	29	17/10/2018	8	2	SD	2	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	3	l		l	1		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	4	r		r	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	5	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	6	r		r	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	7	l		l	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	8	r		r	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	9	l		l	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	10	r		r	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SD	11	r		r	1		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	1	l		r	0					
Amizero	f	young chimps	29	17/10/2018	8	2	SR	2	l		l	1		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	3	r		r	1		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	4	r		l	0		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	5	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	6	r		l	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	7	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	8	r		l	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	9	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	10	l		r	0		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	11	r		l	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	12	r		l	0		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	13	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	14	r		l	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	15	l		r	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	16	l		r	0		no			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	17	r		l	0		yes			
Amizero	f	young chimps	29	17/10/2018	8	2	SR	18	l		r	0		yes			
Amizero	f	young chimps	29	18/10/2018	8	3	SR	19	l		r	0	incorrect box was baited; e mistake	no			
Amizero	f	young chimps	29	18/10/2018	8	3	SR	20	l		r	0		no			
Amizero	f	young chimps	29	18/10/2018	8	3	SR	21	r		l	0		yes			
Amizero	f	young chimps	29	18/10/2018	8	3	SR	22	l		r	0		yes			
Amizero	f	young chimps	29	18/10/2018	8	3	SR	23	r		l	0		yes			
Amizero	f	young chimps	29	18/10/2018	8	3	SR	24	r		r	1		no			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	1	r		l	0					
Chipie	f	young chimps	27	17/10/2018	8	2	SD	2	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	3	l		r	0		no			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	4	r		r	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	5	l		l	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	6	r		r	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	7	l		l	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	8	r		r	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	9	l		l	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SD	10	r		r	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	1	l		r	0					
Chipie	f	young chimps	27	17/10/2018	8	2	SR	2	r		l	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	3	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	4	r		l	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	5	r		l	0		no			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	6	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	7	r		l	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	8	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	9	r		l	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	10	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	11	l		r	0		no			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	12	r		r	1		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	13	r		l	0		no			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	14	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	15	r		l	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	16	l		r	0		yes			
Chipie	f	young chimps	27	17/10/2018	8	2	SR	17	l		r	0		no			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	18	r		l	0		yes			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	19	l		r	0		yes			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	20	r		l	0		yes			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	21	l		r	0		yes			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	22	r		l	0		yes			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	23	l		r	0		yes			
Chipie	f	young chimps	27	18/10/2018	8	3	SR	24	r		l	0		yes			
Jane	f	young chimps	14	17/10/2018	9	2	CD	1	l	B2	r	0					
Jane	f	young chimps	14	17/10/2018	9	2	CD	2	r	B1	l	0		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	3	l	B1	l	1		yes	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	4	r	B2	r	1		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	5	l	B1	l	1		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	6	l	B2	l	1		no	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	7	r	B2	l	0		yes	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	8	r	B1	r	1		no	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	9	l	B1	l	1		yes	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	10	r	B2	r	1		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	11	l	B2	l	1		yes	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	12	r	B1	r	1		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	13	r	B1	l	0		no	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	14	l	B1	l	1		yes	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	15	r	B2	r	1		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	16	l	B2	l	1		yes	no		
Jane	f	young chimps	14	17/10/2018	9	2	CD	17	r	B1	r	1		yes	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	18	r	B2	r	1		no	yes		
Jane	f	young chimps	14	17/10/2018	9	2	CD	19	l	B2	l	1		yes	no		
Roy	m	young chimps	11	17/10/2018	9	2	CD	1	l	B2	r	0					
Roy	m	young chimps	11	17/10/2018	9	2	CD	2	r	B1	r	1		yes	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	3	l	B1	l	1		yes	no		
Roy	m	young chimps	11	17/10/2018	9	2	CD	4	r	B2	l	0		yes	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	5	l	B1	r	0		yes	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	6	l	B2	r	0		no	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	7	r	B2	l	0		yes	no		
Roy	m	young chimps	11	17/10/2018	9	2	CD	8	r	B1	r	1		no	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	9	l	B1	l	1		yes	no		
Roy	m	young chimps	11	17/10/2018	9	2	CD	10	r	B2	r	1		yes	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	11	l	B2	l	1		yes	no		
Roy	m	young chimps	11	17/10/2018	9	2	CD	12	r	B1	r	1		yes	yes		
Roy	m	young chimps	11	17/10/2018	9	2	CD	13	r	B1	r	1		no	no		
Manno	m	young chimps	5	17/10/2018	9	2	CD	1	l	B2	r	0					
Manno	m	young chimps	5	17/10/2018	9	2	CD	2	r	B1	r	1		yes	yes		
Manno	m	young chimps	5	17/10/2018	9	2	CD	3	l	B1	l	1		yes	no		
Manno	m	young chimps	5	17/10/2018	9	2	CD	4	r	B2	r	1		yes	yes		
Manno	m	young chimps	5	17/10/2018	9	2	CD	5	l	B1	r	0		yes	yes		
Manno	m	young chimps	5	17/10/2018	9	2	CD	6	l	B2	l	1		no	yes		
Manno	m	young chimps	5	17/10/2018	9	2	CD	7	r	B2	r	1		yes	no		
Manno	m	young chimps	5	17/10/2018	9	2	CD	8	r	B1	r	1		no	yes		
Manno	m	young chimps	5	17/10/2018	9	2	CD	9	l	B1	l	1		yes	no		
Manno	m	young chimps	5	17/10/2018	9	2	CD	10	r	B2	r	1		yes	yes		
Manno	m	young chimps	5	17/10/2018	9	2	CD	11	l	B2	l	1		yes	no		
William	m	young chimps	18	17/10/2018	9	2	CD	1	l	B2	r	0					
William	m	young chimps	18	17/10/2018	9	2	CD	2	r	B1	l	0		yes	yes		
William	m	young chimps	18	17/10/2018	9	2	CD	3	l	B1	l	1		yes	no		
William	m	young chimps	18	17/10/2018	9	2	CD	4	r	B2	r	1		yes	yes		
William	m	young chimps	18	17/10/2018	9	2	CD	5	l	B1	l	1		yes	yes		
William	m	young chimps	18	17/10/2018	9	2	CD	6	l	B2	l	1		no	yes		
William	m	young chimps	18	17/10/2018	9	2	CD	7	r	B2	r	1		yes	no		
William	m	young chimps	18	17/10/2018	9	2	CD	8	r	B1	r	1		no	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	1	l	B2	r	0					
Tess	f	young chimps	26	17/10/2018	9	2	CD	2	r	B1	l	0		yes	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	3	l	B1	l	1		yes	no		
Tess	f	young chimps	26	17/10/2018	9	2	CD	4	r	B2	l	0		yes	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	5	l	B1	r	0		yes	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	6	l	B2	r	0		no	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	7	r	B2	r	1		yes	no		
Tess	f	young chimps	26	17/10/2018	9	2	CD	8	r	B1	r	1		no	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	9	l	B1	l	1		yes	no		
Tess	f	young chimps	26	17/10/2018	9	2	CD	10	r	B2	r	1		yes	yes		
Tess	f	young chimps	26	17/10/2018	9	2	CD	11	l	B2	l	1		yes	no		
Tess	f	young chimps	26	17/10/2018	9	2	CD	12	r	B1	r	1		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	1	l	B2	l	1					
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	2	r	B1	l	0		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	3	l	B1	l	1		yes	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	4	r	B2	l	0		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	5	l	B1	l	1		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	6	l	B2	l	1		no	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	7	r	B2	l	0		yes	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	8	r	B1	l	0		no	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	9	l	B1	l	1		yes	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	10	r	B2	r	1		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	11	l	B2	l	1		yes	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	12	r	B1	l	0		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	13	r	B1	r	1		no	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	14	l	B1	l	1		yes	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	15	r	B2	r	1		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	16	l	B2	l	1		yes	no		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	17	r	B1	r	1		yes	yes		
Uruhara	m	young chimps	29	18/10/2018	9	3	CD	18	r	B2	r	1		no	yes		
Tess	f	young chimps	26	18/10/2018	10	3	ID	1	l	B4	l	1					
Tess	f	young chimps	26	18/10/2018	10	3	ID	2	l	B3	l	1		no	yes		
Tess	f	young chimps	26	18/10/2018	10	3	ID	3	r	B4	r	1		yes	yes		
Tess	f	young chimps	26	18/10/2018	10	3	ID	4	r	B3	r	1		no	yes		
Tess	f	young chimps	26	18/10/2018	10	3	ID	5	l	B4	r	0		yes	yes		
Tess	f	young chimps	26	18/10/2018	10	3	ID	6	r	B4	r	1		yes	no		
Tess	f	young chimps	26	18/10/2018	10	3	ID	7	r	B3	r	1		no	yes		
Tess	f	young chimps	26	18/10/2018	10	3	ID	8	l	B3	l	1		yes	no		
Tess	f	young chimps	26	18/10/2018	10	3	ID	9	r	B3	r	1		yes	no		
Tess	f	young chimps	26	18/10/2018	10	3	ID	10	l	B3	l	1		yes	no		
Tess	f	young chimps	26	18/10/2018	10	3	ID	11	l	B4	l	1		no	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	1	l	B4	l	1					
Jane	f	young chimps	14	18/10/2018	10	3	ID	2	l	B3	r	0		no	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	3	r	B4	r	1		yes	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	4	r	B3	r	1		no	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	5	l	B4	l	1		yes	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	6	r	B4	r	1		yes	no		
Jane	f	young chimps	14	18/10/2018	10	3	ID	7	r	B3	l	0		no	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	8	l	B3	l	1		yes	no		
Jane	f	young chimps	14	18/10/2018	10	3	ID	9	r	B3	r	1		yes	no		
Jane	f	young chimps	14	18/10/2018	10	3	ID	10	l	B3	l	1		yes	no		
Jane	f	young chimps	14	18/10/2018	10	3	ID	11	l	B4	l	1		no	yes		
Jane	f	young chimps	14	18/10/2018	10	3	ID	12	r	B4	r	1		yes	no		
Jane	f	young chimps	14	18/10/2018	10	3	ID	13	l	B3	l	1		yes	yes		
Roy	m	young chimps	11	18/10/2018	10	3	ID	1	l	B4	l	1					
Roy	m	young chimps	11	18/10/2018	10	3	ID	2	l	B3	l	1		no	yes		
Roy	m	young chimps	11	18/10/2018	10	3	ID	3	r	B4	r	1		yes	yes		
Roy	m	young chimps	11	18/10/2018	10	3	ID	4	r	B3	r	1		no	yes		
Roy	m	young chimps	11	18/10/2018	10	3	ID	5	l	B4	l	1		yes	yes		
Roy	m	young chimps	11	18/10/2018	10	3	ID	6	r	B4	r	1		yes	no		
Manno	m	young chimps	5	18/10/2018	10	3	ID	1	l	B4	r	0	session not recorded due to camera failure				
Manno	m	young chimps	5	18/10/2018	10	3	ID	2	l	B3	l	1	session not recorded due to camera failure	no	yes		
Manno	m	young chimps	5	18/10/2018	10	3	ID	3	r	B4	r	1	session not recorded due to camera failure	yes	yes		
Manno	m	young chimps	5	18/10/2018	10	3	ID	4	r	B3	r	1	session not recorded due to camera failure	no	yes		
Manno	m	young chimps	5	18/10/2018	10	3	ID	5	l	B4	l	1	session not recorded due to camera failure	yes	yes		
Manno	m	young chimps	5	18/10/2018	10	3	ID	6	r	B4	r	1	session not recorded due to camera failure	yes	no		
Manno	m	young chimps	5	18/10/2018	10	3	ID	7	r	B3	r	1	session not recorded due to camera failure	no	yes		
William	m	young chimps	18	18/10/2018	10	3	ID	1	l	B4	l	1					
William	m	young chimps	18	18/10/2018	10	3	ID	2	l	B3	l	1		no	yes		
William	m	young chimps	18	18/10/2018	10	3	ID	3	r	B4	r	1		yes	yes		
William	m	young chimps	18	18/10/2018	10	3	ID	4	r	B3	r	1		no	yes		
William	m	young chimps	18	18/10/2018	10	3	ID	5	l	B4	l	1		yes	yes		
William	m	young chimps	18	18/10/2018	10	3	ID	6	r	B4	r	1		yes	no		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	1	l	B4	l	1					
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	2	l	B3	l	1		no	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	3	r	B4	l	0		yes	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	4	r	B3	l	0		no	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	5	l	B4	l	1		yes	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	6	r	B4	r	1		yes	no		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	7	r	B3	r	1		no	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	8	l	B3	r	0		yes	no		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	9	r	B3	r	1		yes	no		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	10	l	B3	l	1		yes	no		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	11	l	B4	l	1		no	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	12	r	B4	r	1		yes	no		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	13	l	B3	l	1		yes	yes		
Uruhara	m	young chimps	29	19/10/2018	10	4	ID	14	r	B3	r	1		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	1	l	B2	r	0					
Chipie	f	young chimps	27	19/10/2018	9	4	CD	2	r	B1	r	1		yes	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	3	l	B1	r	0		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	4	r	B2	r	1		yes	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	5	l	B1	r	0		yes	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	6	l	B2	l	1		no	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	7	r	B2	r	1		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	8	r	B1	r	1		no	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	9	l	B1	r	0		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	10	r	B2	r	1		yes	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	11	l	B2	r	0		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	12	r	B1	r	1		yes	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	13	r	B1	r	1		no	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	14	l	B1	l	1		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	15	r	B2	r	1		yes	yes		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	16	l	B2	l	1		yes	no		
Chipie	f	young chimps	27	19/10/2018	9	4	CD	17	r	B1	r	1		yes	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	1	l	B2	l	1					
Amizero	f	young chimps	29	19/10/2018	9	4	CD	2	r	B1	l	0		yes	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	3	l	B1	l	1		yes	no		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	4	r	B2	l	0		yes	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	5	l	B1	l	1		yes	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	6	l	B2	l	1		no	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	7	r	B2	l	0		yes	no		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	8	r	B1	r	1		no	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	9	l	B1	l	1		yes	no		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	10	r	B2	r	1		yes	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	11	l	B2	l	1		yes	no		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	12	r	B1	r	1		yes	yes		
Amizero	f	young chimps	29	19/10/2018	9	4	CD	13	r	B1	r	1		no	no		
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	1	l	S7	r	0				S8	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	2	r	S8	r	1		yes	yes	S8	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	3	l	S8	r	0		yes	no	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	4	r	S7	l	0		yes	yes	S8	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	5	l	S7	l	1		yes	no	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	6	r	S8	l	0		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	7	l	S8	r	0		yes	no	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	8	r	S7	r	1		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	9	r	S8	r	1		no	yes	S8	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	10	l	S7	l	1		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	11	l	S8	r	0		no	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	12	r	S7	r	1		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	13	l	S7	l	1		yes	no	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	14	r	S8	l	0		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	15	l	S8	r	0		yes	no	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	16	r	S7	r	1		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	17	l	S7	l	1		yes	no	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	18	r	S7	l	0		yes	no	S8	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	19	l	S8	r	0		yes	yes	S7	1
Ajabu	f	old chimps	10	27/11/2018	11	6	ED	20	r	S8	l	0		yes	no	S7	1
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	21	l	S8	r	0		yes	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	22	r	S7	r	1		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	23	l	S7	l	1		yes	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	24	r	S8	l	0		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	25	r	S7	l	0		no	yes	S8	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	26	l	S8	r	0		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	27	r	S8	l	0		yes	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	28	l	S7	l	1		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	29	r	S7	r	1		yes	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	30	l	S8	r	0		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	31	l	S7	l	1		no	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	32	r	S8	l	0		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	33	r	S8	l	0		no	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	34	l	S8	r	0		yes	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	35	r	S7	r	1		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	36	l	S7	l	1		yes	no	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	37	r	S8	l	0		yes	yes	S7	2
Ajabu	f	old chimps	10	28/11/2018	12	6	ED	38	l	S8	r	0		yes	no	S7	2
Ajabu	f	old chimps	10	30/11/2018	12	6	ED	39	l	S7	l	1	did not approach platform in 5 min; 	no	yes	S7	2
Ajabu	f	old chimps	10	30/11/2018	12	6	ED	40	r	S7	r	1		yes	no	S7	2
Akela	f	young chimps	30	21/11/2018		6	ED	1	l	S7	l	1				S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	2	r	S8	l	0		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	3	l	S8	l	1		yes	no	S8	1
Akela	f	young chimps	30	21/11/2018		6	ED	4	r	S7	l	0		yes	yes	S8	1
Akela	f	young chimps	30	21/11/2018		6	ED	5	l	S7	l	1		yes	no	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	6	r	S8	l	0		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	7	l	S8	r	0		yes	no	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	8	r	S7	r	1		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	9	r	S8	r	1		no	yes	S8	1
Akela	f	young chimps	30	21/11/2018		6	ED	10	l	S7	l	1		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	11	l	S8	r	0		no	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	12	r	S7	r	1		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	13	l	S7	l	1		yes	no	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	14	r	S8	l	0		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	15	l	S8	r	0		yes	no	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	16	r	S7	r	1		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	17	l	S7	l	1		yes	no	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	18	r	S7	r	1		yes	no	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	19	l	S8	r	0		yes	yes	S7	1
Akela	f	young chimps	30	21/11/2018		6	ED	20	r	S8	l	0		yes	no	S7	1
Akela	f	young chimps	30	22/11/2018		7	ED	21	l	S8	r	0		yes	no	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	22	r	S7	r	1		yes	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	23	l	S7	l	1		yes	no	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	24	r	S8	l	0		yes	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	25	r	S7	r	1		no	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	26	l	S8	r	0		yes	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	27	r	S8	l	0		yes	no	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	28	l	S7	l	1		yes	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	29	r	S7	r	1		yes	no	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	30	l	S8	r	0		yes	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	31	l	S7	l	1		no	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	32	r	S8	l	0		yes	yes	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	33	r	S8	l	0		no	no	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	34	l	S8	r	0		yes	no	S7	2
Akela	f	young chimps	30	22/11/2018		7	ED	35	r	S7	r	1		yes	yes	S7	2
