Subject	Sex	Group	Age	Date	Day	Session	trial_number	Side	baited_Distractor	chose_side	correct	Comment	correct_check	side_change	box_change	dopple_change	chosen_distractor
Angela	f	old chimps	7	13/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Angela	f	old chimps	7	13/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Angela	f	old chimps	7	13/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Angela	f	old chimps	7	13/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Angela	f	old chimps	7	13/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Angela	f	old chimps	7	13/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Angela	f	old chimps	7	13/11/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Angela	f	old chimps	7	13/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Angela	f	old chimps	7	13/11/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Angela	f	old chimps	7	13/11/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Manno	m	young chimps	5	09/10/2018	4	2	1	l	green	l	1		1				green
Manno	m	young chimps	5	09/10/2018	4	2	2	r	green	l	0		0	yes	no	no	heart
Manno	m	young chimps	5	09/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
Manno	m	young chimps	5	09/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
Manno	m	young chimps	5	09/10/2018	4	2	5	r	heart	r	1		1	no	no	no	heart
Manno	m	young chimps	5	09/10/2018	4	2	6	l	heart	l	1		1	yes	no	no	heart
Manno	m	young chimps	5	09/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Manno	m	young chimps	5	09/10/2018	4	2	8	l	green	r	0		0	yes	no	no	heart
Manno	m	young chimps	5	09/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Manno	m	young chimps	5	09/10/2018	4	2	10	l	heart	l	1		1	yes	yes	yes	heart
Manno	m	young chimps	5	09/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Manno	m	young chimps	5	09/10/2018	4	2	12	r	heart	r	1		1	yes	yes	yes	heart
Manno	m	young chimps	5	09/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
Manno	m	young chimps	5	09/10/2018	4	2	14	l	heart	r	0		0	yes	yes	yes	green
Manno	m	young chimps	5	09/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Manno	m	young chimps	5	09/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Manno	m	young chimps	5	09/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Manno	m	young chimps	5	09/10/2018	4	2	18	l	heart	r	0		0	yes	yes	yes	green
Manno	m	young chimps	5	09/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Manno	m	young chimps	5	09/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Manno	m	young chimps	5	09/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Manno	m	young chimps	5	09/10/2018	4	2	22	l	green	r	0		0	yes	yes	yes	heart
Manno	m	young chimps	5	09/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Manno	m	young chimps	5	09/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	1	l	green	l	1		1				green
Roy 	m	young chimps	11	09/10/2018	4	2	2	r	green	r	1		1	yes	no	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	3	l	heart	l	1		1	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	4	r	heart	l	0		0	yes	no	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	5	r	heart	l	0		0	no	no	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	6	l	heart	l	1		1	yes	no	no	heart
Roy 	m	young chimps	11	09/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Roy 	m	young chimps	11	09/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
Roy 	m	young chimps	11	09/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	12	r	heart	l	0		0	yes	yes	yes	green
Roy 	m	young chimps	11	09/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	14	l	heart	l	1		1	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	19	l	green	r	0		0	no	yes	no	heart
Roy 	m	young chimps	11	09/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Roy 	m	young chimps	11	09/10/2018	4	2	22	l	green	r	0		0	yes	yes	yes	heart
Roy 	m	young chimps	11	09/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Roy 	m	young chimps	11	09/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	1	l	green	l	1		1				green
Uruhara	m	young chimps	29	10/10/2018	4	2	2	r	green	l	0		0	yes	no	no	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
Uruhara	m	young chimps	29	10/10/2018	4	2	4	r	heart	l	0		0	yes	no	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	5	r	heart	r	1		1	no	no	no	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	6	l	heart	l	1		1	yes	no	no	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Uruhara	m	young chimps	29	10/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	10	l	heart	l	1		1	yes	yes	yes	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	12	r	green	r	1		1	yes	no	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	13	r	heart	r	1		1	no	yes	no	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	14	l	heart	l	1		1	yes	no	no	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	20	r	heart	l	0		0	yes	yes	yes	green
Uruhara	m	young chimps	29	10/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Uruhara	m	young chimps	29	10/10/2018	4	2	22	l	green	l	1		1	yes	yes	yes	green
Uruhara	m	young chimps	29	10/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Uruhara	m	young chimps	29	10/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
William	m	young chimps	18	09/10/2018	4	2	1	l	green	r	0		0				heart
William	m	young chimps	18	09/10/2018	4	2	2	r	green	r	1		1	yes	no	no	green
William	m	young chimps	18	09/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
William	m	young chimps	18	09/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
William	m	young chimps	18	09/10/2018	4	2	5	r	heart	l	0		0	no	no	no	green
William	m	young chimps	18	09/10/2018	4	2	6	l	heart	r	0		0	yes	no	no	green
William	m	young chimps	18	09/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
William	m	young chimps	18	09/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
William	m	young chimps	18	09/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
William	m	young chimps	18	09/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
William	m	young chimps	18	09/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
William	m	young chimps	18	09/10/2018	4	2	12	r	heart	r	1		1	yes	yes	yes	heart
William	m	young chimps	18	09/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
William	m	young chimps	18	09/10/2018	4	2	14	l	heart	l	1		1	yes	yes	yes	heart
William	m	young chimps	18	09/10/2018	4	2	15	l	green	r	0		0	no	yes	no	heart
William	m	young chimps	18	09/10/2018	4	2	16	r	heart	l	0		0	yes	yes	yes	green
William	m	young chimps	18	09/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
William	m	young chimps	18	09/10/2018	4	2	18	l	heart	r	0		0	yes	yes	yes	green
William	m	young chimps	18	09/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
William	m	young chimps	18	09/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
William	m	young chimps	18	09/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
William	m	young chimps	18	09/10/2018	4	2	22	l	green	l	1		1	yes	yes	yes	green
William	m	young chimps	18	09/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
William	m	young chimps	18	09/10/2018	4	2	24	l	heart	r	0		0	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	1	r	heart	r	1		1				heart
Tess	f	young chimps	26	09/10/2018	4	2	2	l	green	r	0		0	yes	yes	yes	heart
Tess	f	young chimps	26	09/10/2018	4	2	3	l	heart	r	0		0	no	yes	no	green
Tess	f	young chimps	26	09/10/2018	4	2	4	r	green	r	1		1	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	5	r	heart	r	1		1	no	yes	no	heart
Tess	f	young chimps	26	09/10/2018	4	2	6	l	heart	r	0		0	yes	no	no	green
Tess	f	young chimps	26	09/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	8	l	green	r	0		0	yes	no	no	heart
Tess	f	young chimps	26	09/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Tess	f	young chimps	26	09/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Tess	f	young chimps	26	09/10/2018	4	2	12	r	heart	r	1		1	yes	yes	yes	heart
Tess	f	young chimps	26	09/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
Tess	f	young chimps	26	09/10/2018	4	2	14	l	heart	r	0		0	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	15	l	green	r	0		0	no	yes	no	heart
Tess	f	young chimps	26	09/10/2018	4	2	16	r	heart	l	0		0	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Tess	f	young chimps	26	09/10/2018	4	2	18	l	heart	r	0		0	yes	yes	yes	green
Tess	f	young chimps	26	09/10/2018	4	2	19	l	green	r	0		0	no	yes	no	heart
Tess	f	young chimps	26	09/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Tess	f	young chimps	26	09/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Tess	f	young chimps	26	09/10/2018	4	2	22	l	green	r	0		0	yes	yes	yes	heart
Tess	f	young chimps	26	09/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Tess	f	young chimps	26	09/10/2018	4	2	24	l	heart	r	0		0	yes	yes	yes	green
Chipie	f	young chimps	27	11/10/2018	4	2	1	l	green	r	0		0				heart
Chipie	f	young chimps	27	11/10/2018	4	2	2	r	green	l	0		0	yes	no	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	3	l	heart	l	1		1	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	4	r	heart	l	0		0	yes	no	no	green
Chipie	f	young chimps	27	11/10/2018	4	2	5	r	heart	l	0		0	no	no	no	green
Chipie	f	young chimps	27	11/10/2018	4	2	6	l	heart	l	1		1	yes	no	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	7	r	green	l	0		0	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
Chipie	f	young chimps	27	11/10/2018	4	2	9	r	green	l	0		0	yes	no	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	10	l	heart	l	1		1	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Chipie	f	young chimps	27	11/10/2018	4	2	12	r	heart	l	0		0	yes	yes	yes	green
Chipie	f	young chimps	27	11/10/2018	4	2	13	r	green	l	0		0	no	yes	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	14	l	heart	l	1		1	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Chipie	f	young chimps	27	11/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	17	r	green	l	0		0	no	yes	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Chipie	f	young chimps	27	11/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Chipie	f	young chimps	27	11/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	22	l	green	l	1		1	yes	yes	yes	green
Chipie	f	young chimps	27	11/10/2018	4	2	23	r	green	l	0		0	yes	no	no	heart
Chipie	f	young chimps	27	11/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	1	l	green	l	1		1				green
Amizero	f	young chimps	29	11/10/2018	4	2	2	r	green	l	0		0	yes	no	no	heart
Amizero	f	young chimps	29	11/10/2018	4	2	3	l	heart	l	1		1	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
Amizero	f	young chimps	29	11/10/2018	4	2	5	r	heart	l	0		0	no	no	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	6	l	heart	r	0		0	yes	no	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	7	r	green	l	0		0	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
Amizero	f	young chimps	29	11/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	12	r	heart	l	0		0	yes	yes	yes	green
Amizero	f	young chimps	29	11/10/2018	4	2	13	r	green	l	0		0	no	yes	no	heart
Amizero	f	young chimps	29	11/10/2018	4	2	14	l	heart	l	1		1	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	20	r	heart	l	0		0	yes	yes	yes	green
Amizero	f	young chimps	29	11/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Amizero	f	young chimps	29	11/10/2018	4	2	22	l	green	r	0		0	yes	yes	yes	heart
Amizero	f	young chimps	29	11/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Amizero	f	young chimps	29	11/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Jane	f	young chimps	14	11/10/2018	4	2	1	l	green	r	0		0				heart
Jane	f	young chimps	14	11/10/2018	4	2	2	r	green	r	1		1	yes	no	no	green
Jane	f	young chimps	14	11/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
Jane	f	young chimps	14	11/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	5	r	heart	r	1		1	no	no	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	6	l	heart	l	1		1	yes	no	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Jane	f	young chimps	14	11/10/2018	4	2	8	l	green	r	0		0	yes	no	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Jane	f	young chimps	14	11/10/2018	4	2	10	l	heart	l	1		1	yes	yes	yes	heart
Jane	f	young chimps	14	11/10/2018	4	2	11	l	green	r	0		0	no	yes	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	12	r	green	r	1		1	yes	no	no	green
Jane	f	young chimps	14	11/10/2018	4	2	13	r	heart	r	1		1	no	yes	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	14	l	heart	l	1		1	yes	no	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Jane	f	young chimps	14	11/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Jane	f	young chimps	14	11/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Jane	f	young chimps	14	11/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Jane	f	young chimps	14	11/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Jane	f	young chimps	14	11/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Jane	f	young chimps	14	11/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Jane	f	young chimps	14	11/10/2018	4	2	22	l	green	l	1		1	yes	yes	yes	green
Jane	f	young chimps	14	11/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Jane	f	young chimps	14	11/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Amahirwe	m	old chimps	20	15/10/2018	4	2	1	l	green	l	1		1				green
Amahirwe	m	old chimps	20	15/10/2018	4	2	2	r	green	r	1		1	yes	no	no	green
Amahirwe	m	old chimps	20	15/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
Amahirwe	m	old chimps	20	15/10/2018	4	2	4	r	heart	l	0		0	yes	no	no	green
Amahirwe	m	old chimps	20	15/10/2018	4	2	5	r	heart	l	0		0	no	no	no	green
Amahirwe	m	old chimps	20	15/10/2018	4	2	6	l	heart	r	0	"did not approach platform for 2 min after this trial, session stopped"	0	yes	no	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	12	r	heart	l	0		0	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	14	l	heart	r	0		0	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	16	r	heart	l	0		0	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Amahirwe	m	old chimps	20	16/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	20	r	heart	l	0		0	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Amahirwe	m	old chimps	20	16/10/2018	4	2	22	l	green	l	1		1	yes	yes	yes	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Amahirwe	m	old chimps	20	16/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Mary	f	old chimps	15	15/10/2018	4	2	1	l	green	r	0		0				heart
Mary	f	old chimps	15	15/10/2018	4	2	2	r	green	r	1		1	yes	no	no	green
Mary	f	old chimps	15	15/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
Mary	f	old chimps	15	15/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	5	r	heart	r	1		1	no	no	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	6	l	heart	r	0		0	yes	no	no	green
Mary	f	old chimps	15	15/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Mary	f	old chimps	15	15/10/2018	4	2	8	l	green	r	0		0	yes	no	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Mary	f	old chimps	15	15/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
Mary	f	old chimps	15	15/10/2018	4	2	11	l	green	r	0		0	no	yes	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	12	r	heart	r	1		1	yes	yes	yes	heart
Mary	f	old chimps	15	15/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
Mary	f	old chimps	15	15/10/2018	4	2	14	l	heart	r	0		0	yes	yes	yes	green
Mary	f	old chimps	15	15/10/2018	4	2	15	l	green	r	0		0	no	yes	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Mary	f	old chimps	15	15/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Mary	f	old chimps	15	15/10/2018	4	2	18	l	heart	r	0		0	yes	yes	yes	green
Mary	f	old chimps	15	15/10/2018	4	2	19	l	green	r	0		0	no	yes	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Mary	f	old chimps	15	15/10/2018	4	2	21	r	heart	r	1		1	no	no	no	heart
Mary	f	old chimps	15	15/10/2018	4	2	22	l	green	r	0		0	yes	yes	yes	heart
Mary	f	old chimps	15	15/10/2018	4	2	23	r	green	r	1		1	yes	no	no	green
Mary	f	old chimps	15	15/10/2018	4	2	24	l	heart	r	0		0	yes	yes	yes	green
Julia	f	old chimps	18	16/10/2018	4	2	1	l	green	l	1		1				green
Julia	f	old chimps	18	16/10/2018	4	2	2	r	green	l	0		0	yes	no	no	heart
Julia	f	old chimps	18	16/10/2018	4	2	3	l	heart	l	1		1	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
Julia	f	old chimps	18	16/10/2018	4	2	5	r	heart	r	1		1	no	no	no	heart
Julia	f	old chimps	18	16/10/2018	4	2	6	l	heart	r	0		0	yes	no	no	green
Julia	f	old chimps	18	16/10/2018	4	2	7	r	green	l	0		0	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	8	l	green	l	1		1	yes	no	no	green
Julia	f	old chimps	18	16/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Julia	f	old chimps	18	16/10/2018	4	2	10	l	heart	l	1		1	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	11	l	green	l	1		1	no	yes	no	green
Julia	f	old chimps	18	16/10/2018	4	2	12	r	heart	l	0		0	yes	yes	yes	green
Julia	f	old chimps	18	16/10/2018	4	2	13	r	green	l	0		0	no	yes	no	heart
Julia	f	old chimps	18	16/10/2018	4	2	14	l	heart	l	1		1	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	15	l	green	l	1		1	no	yes	no	green
Julia	f	old chimps	18	16/10/2018	4	2	16	r	heart	r	1		1	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	17	r	green	r	1		1	no	yes	no	green
Julia	f	old chimps	18	16/10/2018	4	2	18	l	heart	l	1		1	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	19	l	green	l	1		1	no	yes	no	green
Julia	f	old chimps	18	16/10/2018	4	2	20	r	heart	r	1		1	yes	yes	yes	heart
Julia	f	old chimps	18	16/10/2018	4	2	21	r	heart	l	0		0	no	no	no	green
Julia	f	old chimps	18	16/10/2018	4	2	22	l	green	l	1		1	yes	yes	yes	green
Julia	f	old chimps	18	16/10/2018	4	2	23	r	green	l	0		0	yes	no	no	heart
Julia	f	old chimps	18	16/10/2018	4	2	24	l	heart	l	1		1	yes	yes	yes	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	1	l	green	r	0		0				heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	2	r	green	r	1		1	yes	no	no	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	3	l	heart	r	0		0	yes	yes	yes	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	4	r	heart	r	1		1	yes	no	no	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	5	r	heart	r	1		1	no	no	no	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	6	l	heart	r	0		0	yes	no	no	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	7	r	green	r	1		1	yes	yes	yes	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	8	l	green	r	0		0	yes	no	no	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	9	r	green	r	1		1	yes	no	no	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	10	l	heart	r	0		0	yes	yes	yes	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	11	l	green	r	0		0	no	yes	no	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	12	r	heart	r	1		1	yes	yes	yes	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	13	r	green	r	1		1	no	yes	no	green
Mwanzo	f	old chimps	22	16/10/2018	4	2	14	l	heart	l	1		1	yes	yes	yes	heart
Mwanzo	f	old chimps	22	16/10/2018	4	2	15	l	green	r	0		0	no	yes	no	heart
