Subject	Sex	Group	Age	Date	Day	Session	trial_number	Side	baited_Distractor	chose_side	correct	Comment	correct_check	side_change	box_change	dopple_change	chosen_distractor
Niyonkuru	m	young chimps	28	08/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Niyonkuru	m	young chimps	28	08/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Niyonkuru	m	young chimps	28	08/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	1	r	heart	r	1		1				heart
Kisa	m	young chimps	25	08/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Kisa	m	young chimps	25	08/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Kisa	m	young chimps	25	08/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Kisa	m	young chimps	25	08/11/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Kisa	m	young chimps	25	08/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Kisa	m	young chimps	25	08/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Kisa	m	young chimps	25	08/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Kisa	m	young chimps	25	08/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Kisa	m	young chimps	25	08/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Kisa	m	young chimps	25	08/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Kisa	m	young chimps	25	08/11/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	19	r	green	l	0		0	yes	no	no	heart
Kisa	m	young chimps	25	08/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Kisa	m	young chimps	25	08/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Kisa	m	young chimps	25	08/11/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Kisa	m	young chimps	25	08/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Joy	f	young chimps	14	08/11/2018	3	1	1	r	heart	l	0		0				green
Joy	f	young chimps	14	08/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Joy	f	young chimps	14	08/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Joy	f	young chimps	14	08/11/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Joy	f	young chimps	14	08/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Joy	f	young chimps	14	08/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Joy	f	young chimps	14	08/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	9	r	green	l	0		0	no	yes	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	10	r	heart	l	0		0	no	yes	no	green
Joy	f	young chimps	14	08/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Joy	f	young chimps	14	08/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Joy	f	young chimps	14	08/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Joy	f	young chimps	14	08/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Joy	f	young chimps	14	08/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Joy	f	young chimps	14	08/11/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Joy	f	young chimps	14	08/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Joy	f	young chimps	14	08/11/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Joy	f	young chimps	14	08/11/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Joy	f	young chimps	14	08/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	1	r	heart	l	0		0				green
Dufatanya	f	young chimps	27	08/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	3	l	heart	l	1		1	no	yes	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	12	l	heart	l	1		1	no	yes	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	19	r	green	l	0		0	yes	no	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	20	r	heart	l	0		0	no	yes	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Dufatanya	f	young chimps	27	08/11/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Dufatanya	f	young chimps	27	08/11/2018	3	1	24	r	green	l	0		0	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	1	r	heart	l	0		0				green
Bahati	f	young chimps	25	08/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Bahati	f	young chimps	25	08/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Bahati	f	young chimps	25	08/11/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Bahati	f	young chimps	25	08/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	11	l	green	l	1		1	yes	yes	yes	green
Bahati	f	young chimps	25	08/11/2018	3	1	12	l	heart	l	1		1	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Bahati	f	young chimps	25	08/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Bahati	f	young chimps	25	08/11/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	19	r	green	l	0		0	yes	no	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Bahati	f	young chimps	25	08/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Bahati	f	young chimps	25	08/11/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Bahati	f	young chimps	25	08/11/2018	3	1	24	r	green	l	0		0	no	yes	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	1	r	heart	r	1		1				heart
Oscar	m	old chimps	21	12/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Oscar	m	old chimps	21	12/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Oscar	m	old chimps	21	12/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Oscar	m	old chimps	21	12/11/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Oscar	m	old chimps	21	12/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Oscar	m	old chimps	21	12/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Oscar	m	old chimps	21	12/11/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Oscar	m	old chimps	21	12/11/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Oscar	m	old chimps	21	12/11/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Oscar	m	old chimps	21	12/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Judy	f	old chimps	35	12/11/2018	3	1	1	r	heart	l	0		0				green
Judy	f	old chimps	35	12/11/2018	3	1	2	l	green	l	1		1	yes	yes	yes	green
Judy	f	old chimps	35	12/11/2018	3	1	3	l	heart	l	1		1	no	yes	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Judy	f	old chimps	35	12/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Judy	f	old chimps	35	12/11/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Judy	f	old chimps	35	12/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Judy	f	old chimps	35	12/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Judy	f	old chimps	35	12/11/2018	3	1	12	l	heart	r	0	"did not approach platform within 5 min after this trial, session stopped"	0	no	yes	no	green
Judy	f	old chimps	35	12/11/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Judy	f	old chimps	35	12/11/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Judy	f	old chimps	35	12/11/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Judy	f	old chimps	35	12/11/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Judy	f	old chimps	35	12/11/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Judy	f	old chimps	35	12/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Judy	f	old chimps	35	12/11/2018	3	1	22	l	heart	r	0		0	no	yes	no	green
Judy	f	old chimps	35	12/11/2018	3	1	23	r	heart	r	1		1	yes	no	no	heart
Judy	f	old chimps	35	12/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	1	r	heart	l	0		0				green
Alley	f	old chimps	31	12/11/2018	3	1	2	l	heart	l	1		1	yes	no	no	heart
Alley	f	old chimps	31	12/11/2018	3	1	3	l	green	l	1		1	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	4	r	green	l	0		0	yes	no	no	heart
Alley	f	old chimps	31	12/11/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Alley	f	old chimps	31	12/11/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Alley	f	old chimps	31	12/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Alley	f	old chimps	31	12/11/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Alley	f	old chimps	31	12/11/2018	3	1	11	l	green	l	1		1	yes	yes	yes	green
Alley	f	old chimps	31	12/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Alley	f	old chimps	31	12/11/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Alley	f	old chimps	31	12/11/2018	3	1	15	l	green	l	1		1	yes	yes	yes	green
Alley	f	old chimps	31	12/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Alley	f	old chimps	31	12/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Alley	f	old chimps	31	12/11/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Alley	f	old chimps	31	12/11/2018	3	1	20	r	heart	l	0		0	no	yes	no	green
Alley	f	old chimps	31	12/11/2018	3	1	21	l	green	l	1		1	yes	yes	yes	green
Alley	f	old chimps	31	12/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Alley	f	old chimps	31	12/11/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Alley	f	old chimps	31	12/11/2018	3	1	24	r	green	l	0		0	no	yes	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	1	r	heart	r	1		1				heart
Ajabu	f	old chimps	10	12/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Ajabu	f	old chimps	10	12/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Ajabu	f	old chimps	10	12/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	11	l	green	l	1		1	yes	yes	yes	green
Ajabu	f	old chimps	10	12/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Ajabu	f	old chimps	10	12/11/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	20	r	heart	r	1		1	no	yes	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	21	l	green	l	1		1	yes	yes	yes	green
Ajabu	f	old chimps	10	12/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Ajabu	f	old chimps	10	12/11/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Ajabu	f	old chimps	10	12/11/2018	3	1	24	r	green	r	1		1	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	1	r	heart	r	1		1				heart
Safari	m	old chimps	34	13/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
Safari	m	old chimps	34	13/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Safari	m	old chimps	34	13/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Safari	m	old chimps	34	13/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Safari	m	old chimps	34	13/11/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	10	r	heart	l	0		0	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
Safari	m	old chimps	34	13/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	13	l	heart	l	1		1	no	no	no	heart
Safari	m	old chimps	34	13/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
Safari	m	old chimps	34	13/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Safari	m	old chimps	34	13/11/2018	3	1	16	r	green	r	1		1	yes	no	no	green
Safari	m	old chimps	34	13/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Safari	m	old chimps	34	13/11/2018	3	1	18	l	green	r	0		0	no	yes	no	heart
Safari	m	old chimps	34	13/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
Safari	m	old chimps	34	13/11/2018	3	1	20	r	heart	l	0	"did not approach platform within 1 min after this trial, session stopped"	0	no	yes	no	green
Safari	m	old chimps	34	13/11/2018	3	1	21	l	green	r	0		0	yes	yes	yes	heart
Safari	m	old chimps	34	13/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Safari	m	old chimps	34	13/11/2018	3	1	23	r	heart	l	0		0	yes	no	no	green
Safari	m	old chimps	34	13/11/2018	3	1	24	r	green	l	0		0	no	yes	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	1	r	heart	l	0		0				green
Saidia	f	old chimps	15	13/11/2018	3	1	2	l	green	l	1		1	yes	yes	yes	green
Saidia	f	old chimps	15	13/11/2018	3	1	3	l	heart	l	1		1	no	yes	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	4	r	green	l	0		0	yes	yes	yes	heart
Saidia	f	old chimps	15	13/11/2018	3	1	5	l	green	l	1		1	yes	no	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	6	l	heart	l	1		1	no	yes	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	7	r	green	l	0		0	yes	yes	yes	heart
Saidia	f	old chimps	15	13/11/2018	3	1	8	r	heart	l	0		0	no	yes	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	10	r	heart	l	0		0	no	yes	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	11	l	green	l	1		1	yes	yes	yes	green
Saidia	f	old chimps	15	13/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	13	l	heart	r	0		0	no	no	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	14	r	heart	l	0		0	yes	no	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	15	l	green	r	0		0	yes	yes	yes	heart
Saidia	f	old chimps	15	13/11/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
Saidia	f	old chimps	15	13/11/2018	3	1	18	l	green	l	1		1	no	yes	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	19	r	green	l	0		0	yes	no	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	20	r	heart	l	0		0	no	yes	no	green
Saidia	f	old chimps	15	13/11/2018	3	1	21	l	green	l	1	"did not approach platform within 1 min after this trial, session stopped"	1	yes	yes	yes	green
Saidia	f	old chimps	15	13/11/2018	3	1	22	l	heart	l	1		1	no	yes	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	23	r	heart	l	1		0	yes	no	no	heart
Saidia	f	old chimps	15	13/11/2018	3	1	24	r	green	l	0		0	no	yes	no	heart
George	m	old chimps	15	13/11/2018	3	1	1	r	heart	r	1		1				heart
George	m	old chimps	15	13/11/2018	3	1	2	l	green	r	0		0	yes	yes	yes	heart
George	m	old chimps	15	13/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
George	m	old chimps	15	13/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
George	m	old chimps	15	13/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
George	m	old chimps	15	13/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
George	m	old chimps	15	13/11/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
George	m	old chimps	15	13/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
George	m	old chimps	15	13/11/2018	3	1	9	r	green	r	1		1	no	yes	no	green
George	m	old chimps	15	13/11/2018	3	1	10	r	heart	r	1		1	no	yes	no	heart
George	m	old chimps	15	13/11/2018	3	1	11	l	green	r	0		0	yes	yes	yes	heart
George	m	old chimps	15	13/11/2018	3	1	12	l	heart	r	0		0	no	yes	no	green
George	m	old chimps	15	13/11/2018	3	1	13	l	heart	r	0		0	no	no	no	green
George	m	old chimps	15	13/11/2018	3	1	14	r	heart	r	1		1	yes	no	no	heart
George	m	old chimps	15	14/11/2018	3	1	15	l	green	r	0	"did not approach platform within 1 min after this trial, session stopped"	0	yes	yes	yes	heart
George	m	old chimps	15	14/11/2018	3	1	16	r	green	l	0		0	yes	no	no	heart
George	m	old chimps	15	14/11/2018	3	1	17	l	heart	r	0		0	yes	yes	yes	green
George	m	old chimps	15	14/11/2018	3	1	18	l	green	r	0	"did not approach platform within 5 min after this trial, session stopped"	0	no	yes	no	heart
George	m	old chimps	15	15/11/2018	3	1	19	r	green	r	1		1	yes	no	no	green
George	m	old chimps	15	15/11/2018	3	1	20	r	heart	l	0	"did not approach platform within 5 min after this trial, session stopped"	0	no	yes	no	green
George	m	old chimps	15		3	1	21	l	green								heart
George	m	old chimps	15		3	1	22	l	heart								green
George	m	old chimps	15		3	1	23	r	heart								green
George	m	old chimps	15		3	1	24	r	green								heart
Angela	f	old chimps	7	13/11/2018	3	1	1	r	heart	r	1		1				heart
Angela	f	old chimps	7	13/11/2018	3	1	2	l	green	l	1		1	yes	yes	yes	green
Angela	f	old chimps	7	13/11/2018	3	1	3	l	heart	r	0		0	no	yes	no	green
Angela	f	old chimps	7	13/11/2018	3	1	4	r	green	r	1		1	yes	yes	yes	green
Angela	f	old chimps	7	13/11/2018	3	1	5	l	green	r	0		0	yes	no	no	heart
Angela	f	old chimps	7	13/11/2018	3	1	6	l	heart	r	0		0	no	yes	no	green
Angela	f	old chimps	7	13/11/2018	3	1	7	r	green	r	1		1	yes	yes	yes	green
Angela	f	old chimps	7	13/11/2018	3	1	8	r	heart	r	1		1	no	yes	no	heart
